,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
11x20,11,20,10.897,19.979,2884.36,5505.58,1,11x20,1237.125,1868.78911764706,connective tissue,10.897x19.979
11x21,11,21,10.922,20.956,2891.64,5789.0,1,11x21,1240.25,1747.23882352941,connective tissue,10.922x20.956
11x22,11,22,10.931,21.961,2894.27,6080.54,1,11x22,1241.375,1622.205,adipose tissue,10.931x21.961
11x23,11,23,10.891,22.998,2882.61,6381.36,1,11x23,1236.375,1493.19,adipose tissue,10.891x22.998
11x24,11,24,10.922,23.998,2891.64,6671.45,1,11x24,1240.25,1368.77823529412,adipose tissue,10.922x23.998
11x25,11,25,10.872,25.028,2877.07,6970.24,1,11x25,1234.0,1240.63411764706,connective tissue,10.872x25.028
11x7,11,7,10.874,6.992,2877.65,1738.21,1,11x7,1234.25,3484.52470588235,breast glands,10.874x6.992
11x8,11,8,10.889,7.961,2882.03,2019.3,1,11x8,1236.125,3363.96970588235,undetermined,10.889x7.961
11x9,11,9,10.882,8.96,2879.99,2309.1,1,11x9,1235.25,3239.68235294118,breast glands,10.882x8.96
12x10,12,10,12.029,9.993,3214.26,2608.76,1,12x10,1378.625,3111.165,undetermined,12.029x9.993
12x11,12,11,12.03,10.982,3214.56,2895.66,1,12x11,1378.75,2988.12176470588,cancer in situ,12.03x10.982
12x12,12,12,12.031,11.978,3214.85,3184.59,1,12x12,1378.875,2864.20764705882,adipose tissue,12.031x11.978
12x13,12,13,12.04,12.978,3217.47,3474.68,1,12x13,1380.0,2739.79588235294,adipose tissue,12.04x12.978
12x14,12,14,12.038,14.001,3216.89,3771.44,1,12x14,1379.75,2612.52264705882,undetermined,12.038x14.001
12x15,12,15,12.043,14.985,3218.34,4056.88,1,12x15,1380.375,2490.10147058824,undetermined,12.043x14.985
12x16,12,16,12.036,15.992,3216.3,4349.0,1,12x16,1379.5,2364.81882352941,adipose tissue,12.036x15.992
12x17,12,17,12.024,17.01,3212.81,4644.31,1,12x17,1378.0,2238.16764705882,undetermined,12.024x17.01
12x18,12,18,12.031,17.995,3214.85,4930.05,1,12x18,1378.875,2115.62205882353,invasive cancer,12.031x17.995
12x19,12,19,12.015,19.007,3210.18,5223.62,1,12x19,1376.875,1989.71735294118,connective tissue,12.015x19.007
12x20,12,20,12.039,20.031,3217.18,5520.67,1,12x20,1379.875,1862.31970588235,undetermined,12.039x20.031
12x21,12,21,12.022,21.015,3212.22,5806.12,1,12x21,1377.75,1739.89852941176,invasive cancer,12.022x21.015
12x22,12,22,12.002,22.023,3206.4,6098.52,1,12x22,1375.25,1614.49147058824,invasive cancer,12.002x22.023
12x23,12,23,12.009,23.017,3208.44,6386.87,1,12x23,1376.125,1490.82617647059,adipose tissue,12.009x23.017
12x24,12,24,12.046,24.04,3219.22,6683.63,1,12x24,1380.75,1363.55294117647,adipose tissue,12.046x24.04
12x25,12,25,12.035,25.024,3216.01,6969.08,1,12x25,1379.375,1241.13176470588,connective tissue,12.035x25.024
12x7,12,7,12.061,7.043,3223.59,1753.0,1,12x7,1382.625,3478.17970588235,connective tissue,12.061x7.043
12x8,12,8,12.029,8.044,3214.26,2043.38,1,12x8,1378.625,3353.64352941176,undetermined,12.029x8.044
12x9,12,9,12.043,9.012,3218.34,2324.19,1,12x9,1380.375,3233.21294117647,adipose tissue,12.043x9.012
13x10,13,10,12.997,9.987,3496.38,2607.02,1,13x10,1499.625,3111.91147058824,cancer in situ,12.997x9.987
13x11,13,11,12.976,10.99,3490.26,2897.98,1,13x11,1497.0,2987.12647058823,undetermined,12.976x10.99
13x12,13,12,13.002,11.958,3497.83,3178.79,1,13x12,1500.25,2866.69588235294,cancer in situ,13.002x11.958
13x13,13,13,12.985,12.983,3492.88,3476.13,1,13x13,1498.125,2739.17382352941,adipose tissue,12.985x12.983
13x14,13,14,12.983,13.977,3492.3,3764.48,1,13x14,1497.875,2615.50852941176,undetermined,12.983x13.977
13x15,13,15,12.974,14.979,3489.67,4055.14,1,13x15,1496.75,2490.84794117647,undetermined,12.974x14.979
13x16,13,16,12.987,15.988,3493.46,4347.84,1,13x16,1498.375,2365.31647058824,adipose tissue,12.987x15.988
13x17,13,17,13.003,16.97,3498.12,4632.71,1,13x17,1500.375,2243.14411764706,undetermined,13.003x16.97
13x18,13,18,12.983,18.01,3492.3,4934.4,1,13x18,1497.875,2113.75588235294,invasive cancer,12.983x18.01
13x19,13,19,12.986,18.995,3493.17,5220.14,1,13x19,1498.25,1991.21029411765,connective tissue,12.986x18.995
13x20,13,20,12.99,20.031,3494.34,5520.67,1,13x20,1498.75,1862.31970588235,breast glands,12.99x20.031
13x21,13,21,12.996,21.029,3496.08,5810.18,1,13x21,1499.5,1738.15676470588,invasive cancer,12.996x21.029
13x22,13,22,12.984,22.005,3492.59,6093.3,1,13x22,1498.0,1616.73088235294,invasive cancer,12.984x22.005
13x23,13,23,13.004,23.015,3498.42,6386.29,1,13x23,1500.5,1491.075,invasive cancer,13.004x23.015
13x24,13,24,12.995,24.032,3495.79,6681.31,1,13x24,1499.375,1364.54823529412,connective tissue,12.995x24.032
13x25,13,25,12.986,25.018,3493.17,6967.34,1,13x25,1498.25,1241.87823529412,connective tissue,12.986x25.018
13x6,13,6,12.997,6.037,3496.38,1461.17,1,13x6,1499.625,3603.33794117647,connective tissue,12.997x6.037
13x7,13,7,12.997,7.056,3496.38,1756.77,1,13x7,1499.625,3476.56235294118,connective tissue,12.997x7.056
13x8,13,8,12.997,8.035,3496.38,2040.77,1,13x8,1499.625,3354.76323529412,undetermined,12.997x8.035
13x9,13,9,12.985,9.002,3492.88,2321.29,1,13x9,1498.125,3234.45705882353,undetermined,12.985x9.002
14x10,14,10,13.965,9.998,3778.49,2610.21,1,14x10,1620.625,3110.54294117647,cancer in situ,13.965x9.998
14x11,14,11,13.963,10.981,3777.9,2895.37,1,14x11,1620.375,2988.24617647059,cancer in situ,13.963x10.981
14x12,14,12,13.955,11.966,3775.57,3181.11,1,14x12,1619.375,2865.70058823529,cancer in situ,13.955x11.966
14x13,14,13,13.961,12.977,3777.32,3474.39,1,14x13,1620.125,2739.92029411765,undetermined,13.961x12.977
14x14,14,14,13.962,13.974,3777.61,3763.6,1,14x14,1620.25,2615.88176470588,undetermined,13.962x13.974
14x15,14,15,13.976,14.978,3781.69,4054.85,1,14x15,1622.0,2490.97235294118,adipose tissue,13.976x14.978
14x16,14,16,13.964,15.98,3778.2,4345.52,1,14x16,1620.5,2366.31176470588,adipose tissue,13.964x15.98
14x17,14,17,13.943,17.026,3772.08,4648.95,1,14x17,1617.875,2236.17705882353,invasive cancer,13.943x17.026
14x18,14,18,13.985,18.008,3784.32,4933.82,1,14x18,1623.125,2114.00470588235,invasive cancer,13.985x18.008
14x19,14,19,13.959,18.976,3776.74,5214.63,1,14x19,1619.875,1993.57411764706,connective tissue,13.959x18.976
14x20,14,20,13.955,20.025,3775.57,5518.93,1,14x20,1619.375,1863.06617647059,breast glands,13.955x20.025
14x21,14,21,13.974,21.006,3781.11,5803.51,1,14x21,1621.75,1741.01823529412,connective tissue,13.974x21.006
14x22,14,22,13.961,22.009,3777.32,6094.46,1,14x22,1620.125,1616.23323529412,invasive cancer,13.961x22.009
14x23,14,23,13.935,23.028,3769.74,6390.06,1,14x23,1616.875,1489.45764705882,invasive cancer,13.935x23.028
14x24,14,24,13.959,24.008,3776.74,6674.35,1,14x24,1619.875,1367.53411764706,invasive cancer,13.959x24.008
14x25,14,25,13.964,25.025,3778.2,6969.37,1,14x25,1620.5,1241.00735294118,connective tissue,13.964x25.025
14x6,14,6,13.944,6.04,3772.37,1462.04,1,14x6,1618.0,3602.96470588235,connective tissue,13.944x6.04
14x7,14,7,13.948,7.027,3773.53,1748.36,1,14x7,1618.5,3480.17029411765,connective tissue,13.948x7.027
14x8,14,8,13.967,8.007,3779.07,2032.65,1,14x8,1620.875,3358.24676470588,connective tissue,13.967x8.007
14x9,14,9,13.941,9.003,3771.49,2321.58,1,14x9,1617.625,3234.33264705882,connective tissue,13.941x9.003
15x10,15,10,14.966,9.968,4070.22,2601.51,1,15x10,1745.75,3114.27529411765,cancer in situ,14.966x9.968
15x11,15,11,14.999,10.968,4079.83,2891.6,1,15x11,1749.875,2989.86352941176,cancer in situ,14.999x10.968
15x12,15,12,14.967,11.95,4070.51,3176.47,1,15x12,1745.875,2867.69117647059,connective tissue,14.967x11.95
15x13,15,13,14.978,12.958,4073.71,3468.88,1,15x13,1747.25,2742.28411764706,adipose tissue,14.978x12.958
15x14,15,14,14.972,13.953,4071.96,3757.51,1,15x14,1746.5,2618.49441176471,undetermined,14.972x13.953
15x15,15,15,14.971,14.969,4071.67,4052.24,1,15x15,1746.375,2492.09205882353,adipose tissue,14.971x14.969
15x16,15,16,14.961,15.967,4068.76,4341.75,1,15x16,1745.125,2367.92911764706,adipose tissue,14.961x15.967
15x17,15,17,14.999,16.956,4079.83,4628.65,1,15x17,1749.875,2244.88588235294,invasive cancer,14.999x16.956
15x18,15,18,14.991,17.966,4077.5,4921.64,1,15x18,1748.875,2119.23,invasive cancer,14.991x17.966
15x19,15,19,14.961,18.968,4068.76,5212.31,1,15x19,1745.125,1994.56941176471,invasive cancer,14.961x18.968
15x20,15,20,14.969,19.994,4071.09,5509.94,1,15x20,1746.125,1866.92294117647,breast glands,14.969x19.994
15x21,15,21,14.96,20.993,4068.47,5799.73,1,15x21,1745.0,1742.63558823529,connective tissue,14.96x20.993
15x22,15,22,14.984,21.998,4075.46,6091.27,1,15x22,1748.0,1617.60176470588,invasive cancer,14.984x21.998
15x23,15,23,14.966,22.99,4070.22,6379.04,1,15x23,1745.75,1494.18529411765,invasive cancer,14.966x22.99
15x24,15,24,14.943,24.012,4063.51,6675.51,1,15x24,1742.875,1367.03647058824,invasive cancer,14.943x24.012
15x25,15,25,14.97,25.021,4071.38,6968.21,1,15x25,1746.25,1241.505,invasive cancer,14.97x25.021
15x6,15,6,14.964,6.031,4069.63,1459.43,1,15x6,1745.5,3604.08441176471,connective tissue,14.964x6.031
15x7,15,7,14.954,7.015,4066.72,1744.88,1,15x7,1744.25,3481.66323529412,connective tissue,14.954x7.015
15x9,15,9,14.973,8.992,4072.26,2318.39,1,15x9,1746.625,3235.70117647059,cancer in situ,14.973x8.992
16x10,16,10,15.888,9.937,4338.92,2592.52,1,16x10,1861.0,3118.13205882353,cancer in situ,15.888x9.937
16x11,16,11,15.907,10.944,4344.46,2884.64,1,16x11,1863.375,2992.84941176471,connective tissue,15.907x10.944
16x12,16,12,15.909,11.931,4345.04,3170.95,1,16x12,1863.625,2870.055,undetermined,15.909x11.931
16x13,16,13,15.907,12.99,4344.46,3478.16,1,16x13,1863.375,2738.30294117647,adipose tissue,15.907x12.99
16x14,16,14,15.901,13.951,4342.71,3756.93,1,16x14,1862.625,2618.74323529412,adipose tissue,15.901x13.951
16x15,16,15,15.893,14.936,4340.38,4042.67,1,16x15,1861.625,2496.19764705882,adipose tissue,15.893x14.936
16x16,16,16,15.918,15.964,4347.66,4340.88,1,16x16,1864.75,2368.30235294118,adipose tissue,15.918x15.964
16x17,16,17,15.927,16.957,4350.29,4628.94,1,16x17,1865.875,2244.76147058824,invasive cancer,15.927x16.957
16x18,16,18,15.901,17.94,4342.71,4914.09,1,16x18,1862.625,2122.46470588235,invasive cancer,15.901x17.94
16x19,16,19,15.904,18.961,4343.58,5210.27,1,16x19,1863.0,1995.44029411765,invasive cancer,15.904x18.961
16x20,16,20,15.893,19.978,4340.38,5505.29,1,16x20,1861.625,1868.91352941176,connective tissue,15.893x19.978
16x21,16,21,15.944,20.942,4355.24,5784.94,1,16x21,1868.0,1748.98058823529,connective tissue,15.944x20.942
16x22,16,22,15.9,21.955,4342.42,6078.8,1,16x22,1862.5,1622.95147058824,invasive cancer,15.9x21.955
16x23,16,23,15.896,22.971,4341.25,6373.53,1,16x23,1862.0,1496.54911764706,invasive cancer,15.896x22.971
16x24,16,24,15.916,23.991,4347.08,6669.42,1,16x24,1864.5,1369.64911764706,invasive cancer,15.916x23.991
16x25,16,25,15.916,25.017,4347.08,6967.05,1,16x25,1864.5,1242.00264705882,invasive cancer,15.916x25.017
16x6,16,6,15.902,5.996,4343.0,1449.28,1,16x6,1862.75,3608.43882352941,connective tissue,15.902x5.996
16x7,16,7,15.913,6.995,4346.21,1739.08,1,16x7,1864.125,3484.15147058824,connective tissue,15.913x6.995
16x8,16,8,15.9,7.991,4342.42,2028.01,1,16x8,1862.5,3360.23735294118,cancer in situ,15.9x7.991
16x9,16,9,15.904,8.973,4343.58,2312.87,1,16x9,1863.0,3238.065,cancer in situ,15.904x8.973
17x10,17,10,16.894,9.969,4632.11,2601.8,1,17x10,1986.75,3114.15088235294,cancer in situ,16.894x9.969
17x11,17,11,16.883,10.953,4628.9,2887.25,1,17x11,1985.375,2991.72970588235,connective tissue,16.883x10.953
17x12,17,12,16.879,11.951,4627.74,3176.76,1,17x12,1984.875,2867.56676470588,undetermined,16.879x11.951
17x13,17,13,16.865,12.966,4623.66,3471.2,1,17x13,1983.125,2741.28882352941,adipose tissue,16.865x12.966
17x14,17,14,16.882,13.959,4628.61,3759.25,1,17x14,1985.25,2617.74794117647,adipose tissue,16.882x13.959
17x15,17,15,16.873,14.954,4625.99,4047.89,1,17x15,1984.125,2493.95823529412,adipose tissue,16.873x14.954
17x16,17,16,16.893,15.955,4631.82,4338.27,1,17x16,1986.625,2369.42205882353,adipose tissue,16.893x15.955
17x17,17,17,16.88,16.982,4628.03,4636.19,1,17x17,1985.0,2241.65117647059,adipose tissue,16.88x16.982
17x18,17,18,16.88,17.977,4628.03,4924.83,1,17x18,1985.0,2117.86147058824,invasive cancer,16.88x17.977
17x19,17,19,16.893,19.002,4631.82,5222.17,1,17x19,1986.625,1990.33941176471,invasive cancer,16.893x19.002
17x20,17,20,16.877,20.002,4627.15,5512.26,1,17x20,1984.625,1865.92764705882,undetermined,16.877x20.002
17x21,17,21,16.885,20.977,4629.48,5795.09,1,17x21,1985.625,1744.62617647059,connective tissue,16.885x20.977
17x22,17,22,16.872,21.983,4625.7,6086.92,1,17x22,1984.0,1619.46794117647,invasive cancer,16.872x21.983
17x23,17,23,16.877,23.011,4627.15,6385.13,1,17x23,1984.625,1491.57264705882,invasive cancer,16.877x23.011
17x24,17,24,16.87,24.002,4625.11,6672.61,1,17x24,1983.75,1368.28058823529,invasive cancer,16.87x24.002
17x25,17,25,16.897,25.01,4632.98,6965.02,1,17x25,1987.125,1242.87352941176,invasive cancer,16.897x25.01
17x6,17,6,16.87,6.018,4625.11,1455.66,1,17x6,1983.75,3605.70176470588,connective tissue,16.87x6.018
17x7,17,7,16.878,7.031,4627.44,1749.52,1,17x7,1984.75,3479.67264705882,connective tissue,16.878x7.031
17x8,17,8,16.876,8.006,4626.86,2032.36,1,17x8,1984.5,3358.37117647059,cancer in situ,16.876x8.006
17x9,17,9,16.884,9.0,4629.19,2320.71,1,17x9,1985.5,3234.70588235294,cancer in situ,16.884x9.0
18x10,18,10,17.917,9.972,4930.25,2602.67,1,18x10,2114.625,3113.77764705882,connective tissue,17.917x9.972
18x11,18,11,17.921,10.97,4931.41,2892.18,1,18x11,2115.125,2989.61470588235,undetermined,17.921x10.97
18x12,18,12,17.929,11.967,4933.75,3181.4,1,18x12,2116.125,2865.57617647059,undetermined,17.929x11.967
18x13,18,13,17.917,13.012,4930.25,3484.54,1,18x13,2114.625,2735.56588235294,adipose tissue,17.917x13.012
18x14,18,14,17.913,13.982,4929.08,3765.93,1,18x14,2114.125,2614.88647058824,adipose tissue,17.913x13.982
18x15,18,15,17.906,14.965,4927.04,4051.08,1,18x15,2113.25,2492.58970588235,adipose tissue,17.906x14.965
18x16,18,16,17.948,15.944,4939.28,4335.08,1,18x16,2118.5,2370.79058823529,adipose tissue,17.948x15.944
18x17,18,17,17.898,16.909,4924.71,4615.01,1,18x17,2112.25,2250.73323529412,invasive cancer,17.898x16.909
18x19,18,19,17.898,18.977,4924.71,5214.92,1,18x19,2112.25,1993.44970588235,invasive cancer,17.898x18.977
18x20,18,20,17.898,20.021,4924.71,5517.77,1,18x20,2112.25,1863.56382352941,invasive cancer,17.898x20.021
18x21,18,21,17.902,20.993,4925.88,5799.73,1,18x21,2112.75,1742.63558823529,invasive cancer,17.902x20.993
18x22,18,22,17.917,21.985,4930.25,6087.5,1,18x22,2114.625,1619.21911764706,invasive cancer,17.917x21.985
18x23,18,23,17.918,22.999,4930.54,6381.65,1,18x23,2114.75,1493.06558823529,invasive cancer,17.918x22.999
18x24,18,24,17.901,24.026,4925.59,6679.57,1,18x24,2112.625,1365.29470588235,invasive cancer,17.901x24.026
18x25,18,25,17.913,25.006,4929.08,6963.86,1,18x25,2114.125,1243.37117647059,invasive cancer,17.913x25.006
18x26,18,26,17.916,26.036,4929.96,7262.65,1,18x26,2114.5,1115.22705882353,undetermined,17.916x26.036
18x5,18,5,17.912,5.017,4928.79,1165.28,1,18x5,2114.0,3730.23794117647,connective tissue,17.912x5.017
18x6,18,6,17.903,6.04,4926.17,1462.04,1,18x6,2112.875,3602.96470588235,connective tissue,17.903x6.04
18x7,18,7,17.905,7.042,4926.75,1752.71,1,18x7,2113.125,3478.30411764706,connective tissue,17.905x7.042
18x8,18,8,17.902,8.001,4925.88,2030.91,1,18x8,2112.75,3358.99323529412,cancer in situ,17.902x8.001
18x9,18,9,17.934,8.987,4935.2,2316.93,1,18x9,2116.75,3236.32323529412,connective tissue,17.934x8.987
19x10,19,10,18.916,9.965,5221.39,2600.64,1,19x10,2239.5,3114.64852941176,immune infiltrate,18.916x9.965
19x11,19,11,18.926,10.953,5224.31,2887.25,1,19x11,2240.75,2991.72970588235,undetermined,18.926x10.953
19x12,19,12,18.917,11.963,5221.69,3180.24,1,19x12,2239.625,2866.07382352941,adipose tissue,18.917x11.963
19x13,19,13,18.934,12.98,5226.64,3475.26,1,19x13,2241.75,2739.54705882353,adipose tissue,18.934x12.98
19x14,19,14,18.921,13.947,5222.85,3755.77,1,19x14,2240.125,2619.24088235294,adipose tissue,18.921x13.947
19x15,19,15,18.928,14.99,5224.89,4058.33,1,19x15,2241.0,2489.47941176471,adipose tissue,18.928x14.99
19x16,19,16,18.912,15.984,5220.23,4346.68,1,19x16,2239.0,2365.81411764706,connective tissue,18.912x15.984
19x17,19,17,18.929,16.962,5225.18,4630.39,1,19x17,2241.125,2244.13941176471,invasive cancer,18.929x16.962
19x18,19,18,18.93,17.967,5225.47,4921.93,1,19x18,2241.25,2119.10558823529,invasive cancer,18.93x17.967
19x19,19,19,18.939,18.982,5228.1,5216.37,1,19x19,2242.375,1992.82764705882,invasive cancer,18.939x18.982
19x20,19,20,18.937,20.008,5227.51,5514.0,1,19x20,2242.125,1865.18117647059,invasive cancer,18.937x20.008
19x21,19,21,18.919,21.005,5222.27,5803.22,1,19x21,2239.875,1741.14264705882,invasive cancer,18.919x21.005
19x22,19,22,18.94,21.945,5228.39,6075.9,1,19x22,2242.5,1624.19558823529,invasive cancer,18.94x21.945
19x23,19,23,18.952,23.001,5231.89,6382.23,1,19x23,2244.0,1492.81676470588,invasive cancer,18.952x23.001
19x24,19,24,18.963,23.991,5235.09,6669.42,1,19x24,2245.375,1369.64911764706,invasive cancer,18.963x23.991
19x25,19,25,18.937,25.003,5227.51,6962.99,1,19x25,2242.125,1243.74441176471,invasive cancer,18.937x25.003
19x26,19,26,18.94,26.018,5228.39,7257.43,1,19x26,2242.5,1117.46647058824,invasive cancer,18.94x26.018
19x5,19,5,18.924,5.022,5223.73,1166.73,1,19x5,2240.5,3729.61588235294,connective tissue,18.924x5.022
19x6,19,6,18.909,6.042,5219.35,1462.62,1,19x6,2238.625,3602.71588235294,connective tissue,18.909x6.042
19x7,19,7,18.911,6.997,5219.94,1739.66,1,19x7,2238.875,3483.90264705882,connective tissue,18.911x6.997
19x8,19,8,18.916,7.995,5221.39,2029.17,1,19x8,2239.5,3359.73970588235,connective tissue,18.916x7.995
19x9,19,9,18.915,8.986,5221.1,2316.64,1,19x9,2239.375,3236.44764705882,connective tissue,18.915x8.986
20x10,20,10,19.965,9.954,5527.11,2597.45,1,20x10,2370.625,3116.01705882353,immune infiltrate,19.965x9.954
20x11,20,11,19.957,10.951,5524.78,2886.67,1,20x11,2369.625,2991.97852941176,immune infiltrate,19.957x10.951
20x12,20,12,19.986,11.93,5533.23,3170.66,1,20x12,2373.25,2870.17941176471,adipose tissue,19.986x11.93
20x13,20,13,19.977,12.955,5530.61,3468.0,1,20x13,2372.125,2742.65735294118,adipose tissue,19.977x12.955
20x14,20,14,19.966,13.935,5527.4,3752.29,1,20x14,2370.75,2620.73382352941,adipose tissue,19.966x13.935
20x15,20,15,19.951,14.951,5523.03,4047.02,1,20x15,2368.875,2494.33147058823,adipose tissue,19.951x14.951
20x16,20,16,20.019,16.002,5542.85,4351.9,1,20x16,2377.375,2363.57470588235,connective tissue,20.019x16.002
20x17,20,17,19.982,16.945,5532.07,4625.46,1,20x17,2372.75,2246.25441176471,undetermined,19.982x16.945
20x18,20,18,19.974,17.949,5529.74,4916.71,1,20x18,2371.75,2121.345,invasive cancer,19.974x17.949
20x19,20,19,19.954,18.951,5523.91,5207.37,1,20x19,2369.25,1996.68441176471,invasive cancer,19.954x18.951
20x20,20,20,19.955,19.991,5524.2,5509.07,1,20x20,2369.375,1867.29617647059,invasive cancer,19.955x19.991
20x21,20,21,19.951,20.993,5523.03,5799.73,1,20x21,2368.875,1742.63558823529,invasive cancer,19.951x20.993
20x22,20,22,19.959,21.965,5525.36,6081.7,1,20x22,2369.875,1621.70735294118,invasive cancer,19.959x21.965
20x23,20,23,19.955,22.977,5524.2,6375.27,1,20x23,2369.375,1495.80264705882,invasive cancer,19.955x22.977
20x24,20,24,19.96,23.976,5525.66,6665.07,1,20x24,2370.0,1371.51529411765,invasive cancer,19.96x23.976
20x25,20,25,19.969,24.984,5528.28,6957.48,1,20x25,2371.125,1246.10823529412,invasive cancer,19.969x24.984
20x26,20,26,19.928,26.038,5516.33,7263.23,1,20x26,2366.0,1114.97823529412,invasive cancer,19.928x26.038
20x5,20,5,19.938,5.035,5519.24,1170.51,1,20x5,2367.25,3727.99852941176,undetermined,19.938x5.035
20x6,20,6,19.958,5.998,5525.07,1449.86,1,20x6,2369.75,3608.19,connective tissue,19.958x5.998
20x7,20,7,19.973,6.988,5529.44,1737.05,1,20x7,2371.625,3485.02235294118,connective tissue,19.973x6.988
20x8,20,8,19.983,8.002,5532.36,2031.2,1,20x8,2372.875,3358.86882352941,connective tissue,19.983x8.002
20x9,20,9,19.951,8.975,5523.03,2313.45,1,20x9,2368.875,3237.81617647059,connective tissue,19.951x8.975
21x10,21,10,20.876,9.929,5792.61,2590.2,1,21x10,2484.5,3119.12735294118,undetermined,20.876x9.929
21x11,21,11,20.882,10.942,5794.36,2884.06,1,21x11,2485.25,2993.09823529412,immune infiltrate,20.882x10.942
21x12,21,12,20.87,11.912,5790.86,3165.44,1,21x12,2483.75,2872.41882352941,undetermined,20.87x11.912
21x13,21,13,20.867,12.937,5789.99,3462.78,1,21x13,2483.375,2744.89676470588,adipose tissue,20.867x12.937
21x14,21,14,20.851,13.89,5785.33,3739.24,1,21x14,2481.375,2626.33235294118,adipose tissue,20.851x13.89
21x15,21,15,20.894,14.932,5797.86,4041.51,1,21x15,2486.75,2496.69529411765,undetermined,20.894x14.932
21x16,21,16,20.894,15.931,5797.86,4331.31,1,21x16,2486.75,2372.40794117647,connective tissue,20.894x15.931
21x17,21,17,20.881,16.926,5794.07,4619.95,1,21x17,2485.125,2248.61823529412,connective tissue,20.881x16.926
21x18,21,18,20.903,17.939,5800.48,4913.8,1,21x18,2487.875,2122.58911764706,invasive cancer,20.903x17.939
21x19,21,19,20.892,18.95,5797.27,5207.08,1,21x19,2486.5,1996.80882352941,invasive cancer,20.892x18.95
21x20,21,20,20.899,19.954,5799.31,5498.33,1,21x20,2487.375,1871.89941176471,invasive cancer,20.899x19.954
21x21,21,21,20.906,20.966,5801.35,5791.9,1,21x21,2488.25,1745.99470588235,invasive cancer,20.906x20.966
21x22,21,22,20.902,21.962,5800.19,6080.83,1,21x22,2487.75,1622.08058823529,invasive cancer,20.902x21.962
