,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
12x26,12,26,12.018,25.96,3209.68,7283.92,1,12x26,1377.25,1132.12705882353,invasive cancer,12.018x25.96
12x27,12,27,11.995,26.981,3202.98,7581.87,1,12x27,1374.375,1004.26182352941,invasive cancer,11.995x26.981
12x28,12,28,11.996,27.972,3203.27,7871.06,1,12x28,1374.5,880.153647058823,invasive cancer,11.996x27.972
12x4,12,4,11.981,4.106,3198.9,906.4,1,12x4,1372.625,3869.01917647059,immune infiltrate,11.981x4.106
12x5,12,5,11.994,5.148,3202.69,1210.48,1,12x5,1374.25,3738.524,invasive cancer,11.994x5.148
12x6,12,6,11.983,6.093,3199.49,1486.26,1,12x6,1372.875,3620.17664705882,invasive cancer,11.983x6.093
12x7,12,7,12.033,7.07,3214.05,1771.37,1,12x7,1379.125,3497.82176470588,immune infiltrate,12.033x7.07
12x8,12,8,11.998,8.027,3203.85,2050.64,1,12x8,1374.75,3377.97158823529,immune infiltrate,11.998x8.027
12x9,12,9,12.023,9.022,3211.14,2341.01,1,12x9,1377.875,3253.36247058824,invasive cancer,12.023x9.022
13x10,13,10,12.972,9.994,3487.59,2624.66,1,13x10,1496.5,3131.63376470588,invasive cancer,12.972x9.994
13x11,13,11,12.979,10.987,3489.63,2914.44,1,13x11,1497.375,3007.27511764706,invasive cancer,12.979x10.987
13x12,13,12,12.992,11.953,3493.42,3196.34,1,13x12,1499.0,2886.29782352941,undetermined,12.992x11.953
13x13,13,13,12.992,12.962,3493.42,3490.79,1,13x13,1499.0,2759.93541176471,immune infiltrate,12.992x12.962
13x14,13,14,12.98,13.946,3489.92,3777.95,1,13x14,1497.5,2636.70388235294,immune infiltrate,12.98x13.946
13x15,13,15,12.97,14.961,3487.01,4074.15,1,13x15,1496.25,2509.59005882353,immune infiltrate,12.97x14.961
13x16,13,16,12.989,15.959,3492.55,4365.39,1,13x16,1498.625,2384.60523529412,immune infiltrate,12.989x15.959
13x17,13,17,12.983,16.954,3490.8,4655.75,1,13x17,1497.875,2259.99611764706,immune infiltrate,12.983x16.954
13x18,13,18,12.969,17.975,3486.72,4953.7,1,13x18,1496.125,2132.13088235294,immune infiltrate,12.969x17.975
13x19,13,19,12.972,18.947,3487.59,5237.36,1,13x19,1496.5,2010.40217647059,invasive cancer,12.972x18.947
13x20,13,20,12.964,19.961,3485.26,5533.27,1,13x20,1495.5,1883.41358823529,invasive cancer,12.964x19.961
13x21,13,21,12.964,20.975,3485.26,5829.18,1,13x21,1495.5,1756.425,invasive cancer,12.964x20.975
13x22,13,22,12.985,21.946,3491.38,6112.54,1,13x22,1498.125,1634.82152941176,invasive cancer,12.985x21.946
13x23,13,23,12.984,22.95,3491.09,6405.53,1,13x23,1498.0,1509.08529411765,invasive cancer,12.984x22.95
13x24,13,24,12.97,23.951,3487.01,6697.64,1,13x24,1496.25,1383.72476470588,invasive cancer,12.97x23.951
13x25,13,25,12.979,24.977,3489.63,6997.05,1,13x25,1497.375,1255.23335294118,invasive cancer,12.979x24.977
13x26,13,26,12.935,26.014,3476.81,7299.67,1,13x26,1491.875,1125.36435294118,invasive cancer,12.935x26.014
13x27,13,27,12.955,26.968,3482.64,7578.07,1,13x27,1494.375,1005.88988235294,invasive cancer,12.955x26.968
13x28,13,28,12.96,27.967,3484.1,7869.61,1,13x28,1495.0,880.779823529412,invasive cancer,12.96x27.967
13x29,13,29,12.975,28.973,3488.47,8163.18,1,13x29,1496.875,754.793117647059,invasive cancer,12.975x28.973
13x4,13,4,12.968,4.106,3486.43,906.4,1,13x4,1496.0,3869.01917647059,invasive cancer,12.968x4.106
13x5,13,5,12.957,5.082,3483.22,1191.22,1,13x5,1494.625,3746.78952941176,invasive cancer,12.957x5.082
13x6,13,6,12.978,6.099,3489.34,1488.01,1,13x6,1497.25,3619.42523529412,invasive cancer,12.978x6.099
13x7,13,7,12.958,7.067,3483.51,1770.49,1,13x7,1494.75,3498.19747058824,invasive cancer,12.958x7.067
13x8,13,8,12.961,8.022,3484.39,2049.18,1,13x8,1495.125,3378.59776470588,immune infiltrate,12.961x8.022
13x9,13,9,12.967,9.014,3486.14,2338.67,1,13x9,1495.875,3254.36435294118,immune infiltrate,12.967x9.014
14x10,14,10,13.935,10.008,3768.13,2628.75,1,14x10,1616.875,3129.88047058824,invasive cancer,13.935x10.008
14x11,14,11,13.915,10.995,3762.3,2916.78,1,14x11,1614.375,3006.27323529412,invasive cancer,13.915x10.995
14x12,14,12,13.931,11.942,3766.96,3193.13,1,14x12,1616.375,2887.67541176471,invasive cancer,13.931x11.942
14x13,14,13,13.862,12.971,3746.86,3493.42,1,14x13,1607.75,2758.80829411765,immune infiltrate,13.862x12.971
14x14,14,14,13.898,13.967,3757.35,3784.08,1,14x14,1612.25,2634.07394117647,immune infiltrate,13.898x13.967
14x15,14,15,13.959,14.947,3775.12,4070.06,1,14x15,1619.875,2511.34335294118,immune infiltrate,13.959x14.947
14x16,14,16,13.938,15.945,3769.0,4361.3,1,14x16,1617.25,2386.35852941176,undetermined,13.938x15.945
14x17,14,17,13.96,16.949,3775.41,4654.29,1,14x17,1620.0,2260.62229411765,immune infiltrate,13.96x16.949
14x18,14,18,13.928,17.985,3766.09,4956.62,1,14x18,1616.0,2130.87852941176,immune infiltrate,13.928x17.985
14x19,14,19,13.938,18.951,3769.0,5238.52,1,14x19,1617.25,2009.90123529412,invasive cancer,13.938x18.951
14x20,14,20,13.934,19.956,3767.84,5531.81,1,14x20,1616.75,1884.03976470588,invasive cancer,13.934x19.956
14x21,14,21,13.947,20.965,3771.62,5826.26,1,14x21,1618.375,1757.67735294118,invasive cancer,13.947x20.965
14x22,14,22,13.906,21.973,3759.68,6120.41,1,14x22,1613.25,1631.44017647059,invasive cancer,13.906x21.973
14x23,14,23,13.942,22.936,3770.17,6401.44,1,14x23,1617.75,1510.83858823529,invasive cancer,13.942x22.936
14x24,14,24,13.948,23.941,3771.91,6694.72,1,14x24,1618.5,1384.97711764706,invasive cancer,13.948x23.941
14x25,14,25,13.956,24.988,3774.24,7000.26,1,14x25,1619.5,1253.85576470588,invasive cancer,13.956x24.988
14x26,14,26,13.923,25.913,3764.63,7270.2,1,14x26,1615.375,1138.01311764706,invasive cancer,13.923x25.913
14x27,14,27,13.913,26.959,3761.72,7575.45,1,14x27,1614.125,1007.017,invasive cancer,13.913x26.959
14x28,14,28,13.927,27.952,3765.8,7865.23,1,14x28,1615.875,882.658352941176,invasive cancer,13.927x27.952
14x29,14,29,13.926,28.967,3765.51,8161.43,1,14x29,1615.75,755.544529411765,invasive cancer,13.926x28.967
14x30,14,30,13.934,29.957,3767.84,8450.33,1,14x30,1616.75,631.561588235294,invasive cancer,13.934x29.957
14x5,14,5,13.934,5.088,3767.84,1192.97,1,14x5,1616.75,3746.03811764706,immune infiltrate,13.934x5.088
14x6,14,6,13.954,6.081,3773.66,1482.76,1,14x6,1619.25,3621.67947058824,invasive cancer,13.954x6.081
14x7,14,7,13.955,7.071,3773.95,1771.66,1,14x7,1619.375,3497.69652941176,invasive cancer,13.955x7.071
14x8,14,8,13.942,8.006,3770.17,2044.52,1,14x8,1617.75,3380.60152941176,immune infiltrate,13.942x8.006
14x9,14,9,13.941,9.001,3769.88,2334.88,1,14x9,1617.625,3255.99241176471,immune infiltrate,13.941x9.001
15x10,15,10,14.963,9.964,4067.6,2615.91,1,15x10,1745.375,3135.39082352941,invasive cancer,14.963x9.964
15x11,15,11,14.956,10.979,4065.56,2912.11,1,15x11,1744.5,3008.277,immune infiltrate,14.956x10.979
15x12,15,12,14.948,11.948,4063.23,3194.88,1,15x12,1743.5,2886.924,immune infiltrate,14.948x11.948
15x13,15,13,14.958,12.965,4066.14,3491.67,1,15x13,1744.75,2759.55970588235,invasive cancer,14.958x12.965
15x14,15,14,14.954,13.937,4064.97,3775.32,1,15x14,1744.25,2637.831,invasive cancer,14.954x13.937
15x15,15,15,14.953,14.96,4064.68,4073.86,1,15x15,1744.125,2509.71529411765,undetermined,14.953x14.96
15x16,15,16,14.946,15.927,4062.64,4356.05,1,15x16,1743.25,2388.61276470588,immune infiltrate,14.946x15.927
15x17,15,17,14.951,16.955,4064.1,4656.04,1,15x17,1743.875,2259.87088235294,immune infiltrate,14.951x16.955
15x18,15,18,14.96,17.963,4066.72,4950.2,1,15x18,1745.0,2133.63370588235,immune infiltrate,14.96x17.963
15x19,15,19,14.948,18.927,4063.23,5231.52,1,15x19,1743.5,2012.90688235294,immune infiltrate,14.948x18.927
15x20,15,20,14.949,19.95,4063.52,5530.06,1,15x20,1743.625,1884.79117647059,undetermined,14.949x19.95
15x21,15,21,14.938,20.949,4060.31,5821.59,1,15x21,1742.25,1759.68111764706,invasive cancer,14.938x20.949
15x22,15,22,14.972,21.976,4070.22,6121.29,1,15x22,1746.5,1631.06447058824,invasive cancer,14.972x21.976
15x23,15,23,14.938,22.925,4060.31,6398.23,1,15x23,1742.25,1512.21617647059,invasive cancer,14.938x22.925
15x24,15,24,14.953,23.919,4064.68,6688.3,1,15x24,1744.125,1387.73229411765,invasive cancer,14.953x23.919
15x25,15,25,14.942,24.95,4061.48,6989.17,1,15x25,1742.75,1258.61470588235,invasive cancer,14.942x24.95
15x26,15,26,14.968,25.948,4069.05,7280.41,1,15x26,1746.0,1133.62988235294,invasive cancer,14.968x25.948
15x27,15,27,14.933,26.957,4058.86,7574.86,1,15x27,1741.625,1007.26747058824,invasive cancer,14.933x26.957
15x28,15,28,14.935,27.954,4059.44,7865.81,1,15x28,1741.875,882.407882352941,invasive cancer,14.935x27.954
15x29,15,29,14.937,28.946,4060.02,8155.3,1,15x29,1742.125,758.174470588235,invasive cancer,14.937x28.946
15x30,15,30,14.919,29.967,4054.78,8453.25,1,15x30,1739.875,630.309235294118,invasive cancer,14.919x29.967
15x6,15,6,14.942,6.082,4061.48,1483.05,1,15x6,1742.75,3621.55423529412,invasive cancer,14.942x6.082
15x7,15,7,14.954,7.04,4064.97,1762.61,1,15x7,1744.25,3501.57882352941,invasive cancer,14.954x7.04
15x9,15,9,14.942,8.998,4061.48,2334.0,1,15x9,1742.75,3256.36811764706,invasive cancer,14.942x8.998
16x10,16,10,15.875,9.963,4333.27,2615.61,1,16x10,1859.375,3135.51605882353,immune infiltrate,15.875x9.963
16x11,16,11,15.898,10.958,4339.97,2905.98,1,16x11,1862.25,3010.90694117647,immune infiltrate,15.898x10.958
16x12,16,12,15.882,11.952,4335.31,3196.05,1,16x12,1860.25,2886.42305882353,immune infiltrate,15.882x11.952
16x13,16,13,15.899,12.948,4340.26,3486.71,1,16x13,1862.375,2761.68870588235,invasive cancer,15.899x12.948
16x14,16,14,15.903,13.93,4341.43,3773.28,1,16x14,1862.875,2638.70764705882,invasive cancer,15.903x13.93
16x15,16,15,15.897,14.935,4339.68,4066.56,1,16x15,1862.125,2512.84617647059,immune infiltrate,15.897x14.935
16x16,16,16,15.907,15.921,4342.6,4354.3,1,16x16,1863.375,2389.36417647059,immune infiltrate,15.907x15.921
16x17,16,17,15.895,16.934,4339.1,4649.92,1,16x17,1861.875,2262.50082352941,immune infiltrate,15.895x16.934
16x18,16,18,15.89,17.937,4337.64,4942.62,1,16x18,1861.25,2136.88982352941,undetermined,15.89x17.937
16x19,16,19,15.889,18.928,4337.35,5231.81,1,16x19,1861.125,2012.78164705882,undetermined,15.889x18.928
16x20,16,20,15.88,19.948,4334.73,5529.47,1,16x20,1860.0,1885.04164705882,immune infiltrate,15.88x19.948
16x21,16,21,15.889,20.916,4337.35,5811.96,1,16x21,1861.125,1763.81388235294,immune infiltrate,15.889x20.916
16x22,16,22,15.891,22.062,4337.93,6146.39,1,16x22,1861.375,1620.29423529412,invasive cancer,15.891x22.062
16x23,16,23,15.883,22.925,4335.6,6398.23,1,16x23,1860.375,1512.21617647059,invasive cancer,15.883x22.925
16x24,16,24,15.888,23.925,4337.06,6690.05,1,16x24,1861.0,1386.98088235294,invasive cancer,15.888x23.925
16x25,16,25,15.897,24.913,4339.68,6978.38,1,16x25,1862.125,1263.24841176471,invasive cancer,15.897x24.913
16x26,16,26,15.893,25.928,4338.52,7274.58,1,16x26,1861.625,1136.13458823529,invasive cancer,15.893x25.928
16x27,16,27,15.871,26.934,4332.11,7568.15,1,16x27,1858.875,1010.14788235294,invasive cancer,15.871x26.934
16x28,16,28,15.879,27.943,4334.44,7862.6,1,16x28,1859.875,883.785470588235,invasive cancer,15.879x27.943
16x29,16,29,15.888,28.929,4337.06,8150.34,1,16x29,1861.0,760.303470588235,invasive cancer,15.888x28.929
16x30,16,30,15.881,29.944,4335.02,8446.54,1,16x30,1860.125,633.189647058824,invasive cancer,15.881x29.944
16x31,16,31,15.901,30.952,4340.85,8740.7,1,16x31,1862.625,506.952470588235,invasive cancer,15.901x30.952
16x7,16,7,15.88,7.016,4334.73,1755.61,1,16x7,1860.0,3504.58447058824,invasive cancer,15.88x7.016
16x8,16,8,15.879,8.016,4334.44,2047.43,1,16x8,1859.875,3379.34917647059,immune infiltrate,15.879x8.016
16x9,16,9,15.876,8.97,4333.56,2325.83,1,16x9,1859.5,3259.87470588235,invasive cancer,15.876x8.97
17x10,17,10,16.881,9.971,4626.33,2617.95,1,17x10,1985.125,3134.51417647059,invasive cancer,16.881x9.971
17x11,17,11,16.864,10.975,4621.38,2910.94,1,17x11,1983.0,3008.77794117647,invasive cancer,16.864x10.975
17x12,17,12,16.874,11.96,4624.29,3198.39,1,17x12,1984.25,2885.42117647059,invasive cancer,16.874x11.96
17x13,17,13,16.855,12.965,4618.76,3491.67,1,17x13,1981.875,2759.55970588235,invasive cancer,16.855x12.965
17x14,17,14,16.878,13.945,4625.46,3777.66,1,17x14,1984.75,2636.82911764706,immune infiltrate,16.878x13.945
17x15,17,15,16.868,14.95,4622.55,4070.94,1,17x15,1983.5,2510.96764705882,immune infiltrate,16.868x14.95
17x16,17,16,16.879,15.951,4625.75,4363.05,1,17x16,1984.875,2385.60711764706,immune infiltrate,16.879x15.951
17x17,17,17,16.882,16.944,4626.63,4652.83,1,17x17,1985.25,2261.24847058824,undetermined,16.882x16.944
17x18,17,18,16.854,17.941,4618.47,4943.78,1,17x18,1981.75,2136.38888235294,undetermined,16.854x17.941
17x19,17,19,16.871,18.946,4623.42,5237.07,1,17x19,1983.875,2010.52741176471,undetermined,16.871x18.946
17x20,17,20,16.869,19.97,4622.84,5535.89,1,17x20,1983.625,1882.28647058824,undetermined,16.869x19.97
17x21,17,21,16.85,20.968,4617.3,5827.13,1,17x21,1981.25,1757.30164705882,invasive cancer,16.85x20.968
17x22,17,22,16.858,21.951,4619.63,6113.99,1,17x22,1982.25,1634.19535294118,immune infiltrate,16.858x21.951
17x23,17,23,16.876,22.965,4624.88,6409.9,1,17x23,1984.5,1507.20676470588,undetermined,16.876x22.965
17x24,17,24,16.866,23.954,4621.96,6698.52,1,17x24,1983.25,1383.34905882353,invasive cancer,16.866x23.954
17x25,17,25,16.887,24.929,4628.08,6983.05,1,17x25,1985.875,1261.24464705882,invasive cancer,16.887x24.929
17x26,17,26,16.852,25.963,4617.89,7284.79,1,17x26,1981.5,1131.75135294118,invasive cancer,16.852x25.963
17x27,17,27,16.861,26.953,4620.51,7573.7,1,17x27,1982.625,1007.76841176471,invasive cancer,16.861x26.953
17x28,17,28,16.867,27.945,4622.26,7863.18,1,17x28,1983.375,883.535,invasive cancer,16.867x27.945
17x29,17,29,16.862,28.95,4620.8,8156.47,1,17x29,1982.75,757.673529411765,invasive cancer,16.862x28.95
17x30,17,30,16.89,29.963,4628.96,8452.08,1,17x30,1986.25,630.810176470588,invasive cancer,16.89x29.963
17x31,17,31,16.871,30.953,4623.42,8740.99,1,17x31,1983.875,506.827235294118,invasive cancer,16.871x30.953
17x8,17,8,16.864,8.035,4621.38,2052.98,1,17x8,1983.0,3376.96970588235,invasive cancer,16.864x8.035
17x9,17,9,16.871,9.006,4623.42,2336.34,1,17x9,1983.875,3255.36623529412,immune infiltrate,16.871x9.006
18x10,18,10,17.882,9.968,4917.94,2617.07,1,18x10,2110.25,3134.88988235294,invasive cancer,17.882x9.968
18x11,18,11,17.884,10.968,4918.52,2908.9,1,18x11,2110.5,3009.65458823529,invasive cancer,17.884x10.968
18x12,18,12,17.895,11.986,4921.72,3205.97,1,18x12,2111.875,2882.16505882353,immune infiltrate,17.895x11.986
18x13,18,13,17.893,12.946,4921.14,3486.12,1,18x13,2111.625,2761.93917647059,immune infiltrate,17.893x12.946
18x14,18,14,17.856,13.948,4910.36,3778.53,1,18x14,2107.0,2636.45341176471,immune infiltrate,17.856x13.948
18x15,18,15,17.867,14.886,4913.57,4052.26,1,18x15,2108.375,2518.98270588235,immune infiltrate,17.867x14.886
18x16,18,16,17.896,15.951,4922.02,4363.05,1,18x16,2112.0,2385.60711764706,undetermined,17.896x15.951
18x17,18,17,17.903,16.949,4924.06,4654.29,1,18x17,2112.875,2260.62229411765,undetermined,17.903x16.949
18x19,18,19,17.888,18.929,4919.69,5232.1,1,18x19,2111.0,2012.65641176471,undetermined,17.888x18.929
18x20,18,20,17.897,19.951,4922.31,5530.35,1,18x20,2112.125,1884.66594117647,undetermined,17.897x19.951
18x21,18,21,17.888,20.951,4919.69,5822.17,1,18x21,2111.0,1759.43064705882,invasive cancer,17.888x20.951
18x22,18,22,17.89,21.951,4920.27,6113.99,1,18x22,2111.25,1634.19535294118,immune infiltrate,17.89x21.951
18x23,18,23,17.915,22.965,4927.55,6409.9,1,18x23,2114.375,1507.20676470588,immune infiltrate,17.915x22.965
18x24,18,24,17.899,23.956,4922.89,6699.1,1,18x24,2112.375,1383.09858823529,undetermined,17.899x23.956
18x25,18,25,17.898,24.948,4922.6,6988.59,1,18x25,2112.25,1258.86517647059,invasive cancer,17.898x24.948
18x26,18,26,17.9,25.948,4923.18,7280.41,1,18x26,2112.5,1133.62988235294,invasive cancer,17.9x25.948
18x27,18,27,17.891,26.964,4920.56,7576.91,1,18x27,2111.375,1006.39082352941,invasive cancer,17.891x26.964
18x28,18,28,17.896,27.94,4922.02,7861.73,1,18x28,2112.0,884.161176470588,invasive cancer,17.896x27.94
18x29,18,29,17.894,28.959,4921.43,8159.09,1,18x29,2111.75,756.546411764706,invasive cancer,17.894x28.959
18x30,18,30,17.884,29.948,4918.52,8447.71,1,18x30,2110.5,632.688705882353,invasive cancer,17.884x29.948
18x31,18,31,17.886,30.954,4919.1,8741.28,1,18x31,2110.75,506.702,invasive cancer,17.886x30.954
18x32,18,32,17.898,31.974,4922.6,9038.94,1,18x32,2112.25,378.962,invasive cancer,17.898x31.974
18x9,18,9,17.885,8.999,4918.81,2334.3,1,18x9,2110.625,3256.24288235294,invasive cancer,17.885x8.999
19x10,19,10,18.92,9.952,5220.32,2612.4,1,19x10,2240.0,3136.89364705882,undetermined,18.92x9.952
19x11,19,11,18.911,10.951,5217.7,2903.94,1,19x11,2238.875,3011.78358823529,immune infiltrate,18.911x10.951
19x12,19,12,18.909,11.944,5217.12,3193.72,1,19x12,2238.625,2887.42494117647,immune infiltrate,18.909x11.944
19x13,19,13,18.906,12.923,5216.24,3479.41,1,19x13,2238.25,2764.81958823529,immune infiltrate,18.906x12.923
19x14,19,14,18.908,13.942,5216.82,3776.78,1,19x14,2238.5,2637.20482352941,immune infiltrate,18.908x13.942
19x15,19,15,18.912,14.968,5217.99,4076.19,1,19x15,2239.0,2508.71341176471,immune infiltrate,18.912x14.968
19x16,19,16,18.905,15.939,5215.95,4359.55,1,19x16,2238.125,2387.10994117647,undetermined,18.905x15.939
19x17,19,17,18.915,16.929,5218.86,4648.46,1,19x17,2239.375,2263.127,invasive cancer,18.915x16.929
