,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
11x11,11,11,10.914,10.926,2873.51,2885.84,1,11x11,1239.25,3019.16282352941,connective tissue,10.914x10.926
11x12,11,12,10.961,11.899,2887.13,3168.72,1,11x12,1245.125,2897.13717647059,connective tissue,10.961x11.899
11x13,11,13,10.937,12.941,2880.18,3471.67,1,11x13,1242.125,2766.45811764706,connective tissue,10.937x12.941
11x14,11,14,10.865,13.915,2859.31,3754.85,1,11x14,1233.125,2644.30705882353,invasive cancer,10.865x13.915
11x15,11,15,10.925,14.943,2876.7,4053.72,1,11x15,1240.625,2515.38376470588,invasive cancer,10.925x14.943
11x16,11,16,10.938,15.99,2880.47,4358.12,1,11x16,1242.25,2384.07764705882,invasive cancer,10.938x15.99
11x18,11,18,10.956,17.944,2885.68,4926.22,1,11x18,1244.5,2139.02305882353,invasive cancer,10.956x17.944
11x19,11,19,10.962,18.997,2887.42,5232.36,1,11x19,1245.25,2006.96447058824,invasive cancer,10.962x18.997
11x20,11,20,10.909,19.945,2872.06,5507.98,1,11x20,1238.625,1888.07411764706,invasive cancer,10.909x19.945
11x21,11,21,10.953,20.947,2884.81,5799.3,1,11x21,1244.125,1762.41152941176,invasive cancer,10.953x20.947
11x22,11,22,10.967,22.04,2888.87,6117.07,1,11x22,1245.875,1625.33647058824,invasive cancer,10.967x22.04
11x23,11,23,10.96,22.919,2886.84,6372.63,1,11x23,1245.0,1515.09952941176,connective tissue,10.96x22.919
11x24,11,24,10.932,23.9,2878.73,6657.84,1,11x24,1241.5,1392.07058823529,connective tissue,10.932x23.9
11x25,11,25,10.993,24.899,2896.41,6948.28,1,11x25,1249.125,1266.78423529412,connective tissue,10.993x24.899
11x26,11,26,10.965,25.932,2888.29,7248.61,1,11x26,1245.625,1137.23388235294,undetermined,10.965x25.932
11x27,11,27,10.938,26.939,2880.47,7541.38,1,11x27,1242.25,1010.94423529412,undetermined,10.938x26.939
11x28,11,28,10.937,27.938,2880.18,7831.83,1,11x28,1242.125,885.657882352941,undetermined,10.937x27.938
12x11,12,11,12.085,10.982,3212.92,2902.12,1,12x11,1385.625,3012.13976470588,immune infiltrate,12.085x10.982
12x12,12,12,12.077,12.021,3210.6,3204.19,1,12x12,1384.625,2881.83694117647,immune infiltrate,12.077x12.021
12x13,12,13,12.112,13.032,3220.74,3498.13,1,12x13,1389.0,2755.04564705882,connective tissue,12.112x13.032
12x14,12,14,12.094,14.057,3215.53,3796.13,1,12x14,1386.75,2626.49858823529,undetermined,12.094x14.057
12x15,12,15,12.074,15.02,3209.73,4076.11,1,12x15,1384.25,2505.72705882353,invasive cancer,12.074x15.02
12x16,12,16,12.111,16.03,3220.45,4369.75,1,12x16,1388.875,2379.06117647059,invasive cancer,12.111x16.03
12x17,12,17,12.098,17.017,3216.69,4656.71,1,12x17,1387.25,2255.27976470588,invasive cancer,12.098x17.017
12x18,12,18,12.147,18.053,3230.89,4957.91,1,12x18,1393.375,2125.35317647059,invasive cancer,12.147x18.053
12x19,12,19,12.114,19.03,3221.32,5241.96,1,12x19,1389.25,2002.82588235294,invasive cancer,12.114x19.03
12x20,12,20,12.13,20.027,3225.96,5531.82,1,12x20,1391.25,1877.79035294118,invasive cancer,12.13x20.027
12x21,12,21,12.131,21.018,3226.25,5819.94,1,12x21,1391.375,1753.50729411765,undetermined,12.131x21.018
12x22,12,22,12.102,22.088,3217.85,6131.03,1,12x22,1387.75,1619.31670588235,connective tissue,12.102x22.088
12x23,12,23,12.084,23.02,3212.63,6401.99,1,12x23,1385.5,1502.43294117647,connective tissue,12.084x23.02
12x24,12,24,12.097,23.961,3216.4,6675.57,1,12x24,1387.125,1384.42047058824,connective tissue,12.097x23.961
12x25,12,25,12.128,25.037,3225.38,6988.4,1,12x25,1391.0,1249.47741176471,connective tissue,12.128x25.037
12x26,12,26,12.091,26.021,3214.66,7274.49,1,12x26,1386.375,1126.07223529412,connective tissue,12.091x26.021
12x27,12,27,12.095,27.02,3215.82,7564.93,1,12x27,1386.875,1000.78588235294,connective tissue,12.095x27.02
13x11,13,11,13.124,11.002,3514.07,2907.93,1,13x11,1515.5,3009.63152941176,immune infiltrate,13.124x11.002
13x12,13,12,13.164,12.029,3525.66,3206.52,1,13x12,1520.5,2880.83364705882,connective tissue,13.164x12.029
13x13,13,13,13.121,13.019,3513.2,3494.35,1,13x13,1515.125,2756.676,connective tissue,13.121x13.019
13x14,13,14,13.081,14.043,3501.6,3792.06,1,13x14,1510.125,2628.25435294118,connective tissue,13.081x14.043
13x15,13,15,13.142,14.996,3519.28,4069.13,1,13x15,1517.75,2508.73694117647,connective tissue,13.142x14.996
13x16,13,16,13.144,16.029,3519.86,4369.46,1,13x16,1518.0,2379.18658823529,connective tissue,13.144x16.029
13x17,13,17,13.124,17.024,3514.07,4658.74,1,13x17,1515.5,2254.40188235294,connective tissue,13.124x17.024
13x18,13,18,13.097,18.046,3506.24,4955.87,1,13x18,1512.125,2126.23105882353,connective tissue,13.097x18.046
13x19,13,19,13.122,19.03,3513.49,5241.96,1,13x19,1515.25,2002.82588235294,connective tissue,13.122x19.03
13x20,13,20,13.098,20.025,3506.53,5531.24,1,13x20,1512.25,1878.04117647059,connective tissue,13.098x20.025
13x21,13,21,13.133,21.023,3516.67,5821.39,1,13x21,1516.625,1752.88023529412,connective tissue,13.133x21.023
13x22,13,22,13.174,22.015,3528.56,6109.8,1,13x22,1521.75,1628.47176470588,connective tissue,13.174x22.015
13x23,13,23,13.167,23.017,3526.53,6401.12,1,13x23,1520.875,1502.80917647059,connective tissue,13.167x23.017
13x24,13,24,13.126,23.991,3514.65,6684.3,1,13x24,1515.75,1380.65811764706,connective tissue,13.126x23.991
13x25,13,25,13.131,24.994,3516.09,6975.9,1,13x25,1516.375,1254.87011764706,connective tissue,13.131x24.994
13x26,13,26,13.176,25.985,3529.14,7264.02,1,13x26,1522.0,1130.58705882353,invasive cancer,13.176x25.985
13x27,13,27,13.154,26.988,3522.76,7555.63,1,13x27,1519.25,1004.79905882353,invasive cancer,13.154x26.988
13x28,13,28,13.121,28.003,3513.2,7850.73,1,13x28,1515.125,877.506117647059,invasive cancer,13.121x28.003
14x11,14,11,13.979,11.012,3761.88,2910.84,1,14x11,1622.375,3008.37741176471,connective tissue,13.979x11.012
14x12,14,12,13.974,12.014,3760.43,3202.16,1,14x12,1621.75,2882.71482352941,undetermined,13.974x12.014
14x13,14,13,14.019,13.032,3773.48,3498.13,1,14x13,1627.375,2755.04564705882,immune infiltrate,14.019x13.032
14x14,14,14,14.063,14.015,3786.23,3783.92,1,14x14,1632.875,2631.76588235294,connective tissue,14.063x14.015
14x15,14,15,13.975,15.037,3760.72,4081.05,1,14x15,1621.875,2503.59505882353,connective tissue,13.975x15.037
14x16,14,16,13.999,16.028,3767.68,4369.17,1,14x16,1624.875,2379.312,connective tissue,13.999x16.028
14x17,14,17,13.995,17.049,3766.52,4666.01,1,14x17,1624.375,2251.26658823529,connective tissue,13.995x17.049
14x18,14,18,14.046,18.02,3781.3,4948.31,1,14x18,1630.75,2129.49176470588,connective tissue,14.046x18.02
14x19,14,19,14.04,19.035,3779.56,5243.41,1,14x19,1630.0,2002.19882352941,connective tissue,14.04x19.035
14x20,14,20,14.045,20.024,3781.01,5530.95,1,14x20,1630.625,1878.16658823529,connective tissue,14.045x20.024
14x21,14,21,13.988,21.013,3764.49,5818.49,1,14x21,1623.5,1754.13435294118,connective tissue,13.988x21.013
14x22,14,22,14.063,22.05,3786.23,6119.98,1,14x22,1632.875,1624.08235294118,connective tissue,14.063x22.05
14x23,14,23,14.05,23.014,3782.46,6400.25,1,14x23,1631.25,1503.18541176471,connective tissue,14.05x23.014
14x24,14,24,14.048,24.01,3781.88,6689.82,1,14x24,1631.0,1378.27529411765,invasive cancer,14.048x24.01
14x25,14,25,14.045,24.985,3781.01,6973.29,1,14x25,1630.625,1255.99882352941,invasive cancer,14.045x24.985
14x26,14,26,14.009,25.993,3770.58,7266.35,1,14x26,1626.125,1129.58376470588,invasive cancer,14.009x25.993
14x27,14,27,14.026,27.022,3775.5,7565.51,1,14x27,1628.25,1000.53505882353,invasive cancer,14.026x27.022
14x28,14,28,14.041,28.046,3779.85,7863.23,1,14x28,1630.125,872.113411764706,invasive cancer,14.041x28.046
15x11,15,11,15.111,10.997,4089.99,2906.48,1,15x11,1763.875,3010.25858823529,connective tissue,15.111x10.997
15x12,15,12,15.088,11.991,4083.32,3195.47,1,15x12,1761.0,2885.59929411765,immune infiltrate,15.088x11.991
15x13,15,13,15.072,13.009,4078.68,3491.44,1,15x13,1759.0,2757.93011764706,immune infiltrate,15.072x13.009
15x14,15,14,15.061,14.013,4075.49,3783.34,1,15x14,1757.625,2632.01670588235,undetermined,15.061x14.013
15x15,15,15,15.084,14.99,4082.16,4067.39,1,15x15,1760.5,2509.48941176471,connective tissue,15.084x14.99
15x16,15,16,15.064,16.046,4076.36,4374.4,1,15x16,1758.0,2377.05458823529,connective tissue,15.064x16.046
15x17,15,17,15.086,17.027,4082.74,4659.61,1,15x17,1760.75,2254.02564705882,connective tissue,15.086x17.027
15x18,15,18,15.09,18.044,4083.9,4955.29,1,15x18,1761.25,2126.48188235294,connective tissue,15.09x18.044
15x19,15,19,15.059,19.02,4074.91,5239.05,1,15x19,1757.375,2004.08,connective tissue,15.059x19.02
15x20,15,20,15.054,20.006,4073.46,5525.72,1,15x20,1756.75,1880.424,connective tissue,15.054x20.006
15x21,15,21,15.086,21.079,4082.74,5837.67,1,15x21,1760.75,1745.85717647059,connective tissue,15.086x21.079
15x22,15,22,15.067,22.044,4077.23,6118.23,1,15x22,1758.375,1624.83482352941,connective tissue,15.067x22.044
15x23,15,23,15.076,22.996,4079.84,6395.01,1,15x23,1759.5,1505.44282352941,invasive cancer,15.076x22.996
15x24,15,24,15.088,23.992,4083.32,6684.59,1,15x24,1761.0,1380.53270588235,invasive cancer,15.088x23.992
15x25,15,25,15.073,24.996,4078.97,6976.48,1,15x25,1759.125,1254.61929411765,invasive cancer,15.073x24.996
15x26,15,26,15.075,25.963,4079.55,7257.63,1,15x26,1759.375,1133.34611764706,invasive cancer,15.075x25.963
15x27,15,27,15.087,26.985,4083.03,7554.76,1,15x27,1760.875,1005.17529411765,invasive cancer,15.087x26.985
15x28,15,28,15.088,28.024,4083.32,7856.83,1,15x28,1761.0,874.872470588235,invasive cancer,15.088x28.024
16x11,16,11,15.969,10.983,4338.67,2902.41,1,16x11,1871.125,3012.01435294118,connective tissue,15.969x10.983
16x12,16,12,15.964,12.136,4337.22,3237.63,1,16x12,1870.5,2867.41458823529,immune infiltrate,15.964x12.136
16x13,16,13,16.023,13.069,4354.32,3508.88,1,16x13,1877.875,2750.40541176471,undetermined,16.023x13.069
16x14,16,14,15.991,14.105,4345.05,3810.09,1,16x14,1873.875,2620.47882352941,connective tissue,15.991x14.105
16x15,16,15,16.007,15.026,4349.69,4077.85,1,16x15,1875.875,2504.97458823529,connective tissue,16.007x15.026
16x16,16,16,16.043,16.021,4360.12,4367.13,1,16x16,1880.375,2380.18988235294,connective tissue,16.043x16.021
16x17,16,17,16.01,17.129,4350.55,4689.27,1,16x17,1876.25,2241.23364705882,connective tissue,16.01x17.129
16x18,16,18,15.969,18.031,4338.67,4951.51,1,16x18,1871.125,2128.11223529412,connective tissue,15.969x18.031
16x19,16,19,16.021,19.021,4353.74,5239.34,1,16x19,1877.625,2003.95458823529,connective tissue,16.021x19.021
16x20,16,20,16.05,20.076,4362.15,5546.07,1,16x20,1881.25,1871.64517647059,connective tissue,16.05x20.076
16x21,16,21,16.033,20.996,4357.22,5813.54,1,16x21,1879.125,1756.26635294118,connective tissue,16.033x20.996
16x22,16,22,16.046,22.104,4360.99,6135.68,1,16x22,1880.75,1617.31011764706,connective tissue,16.046x22.104
16x23,16,23,15.999,22.987,4347.37,6392.4,1,16x23,1874.875,1506.57152941176,invasive cancer,15.999x22.987
16x24,16,24,16.056,23.992,4363.89,6684.59,1,16x24,1882.0,1380.53270588235,invasive cancer,16.056x23.992
16x25,16,25,16.013,24.961,4351.42,6966.31,1,16x25,1876.625,1259.00870588235,invasive cancer,16.013x24.961
16x26,16,26,16.052,25.967,4362.73,7258.79,1,16x26,1881.5,1132.84447058824,invasive cancer,16.052x25.967
16x27,16,27,15.997,26.975,4346.79,7551.85,1,16x27,1874.625,1006.42941176471,invasive cancer,15.997x26.975
16x28,16,28,16.02,27.986,4353.45,7845.78,1,16x28,1877.5,879.638117647059,invasive cancer,16.02x27.986
17x11,17,11,16.98,11.066,4631.7,2926.54,1,17x11,1997.5,3001.60517647059,connective tissue,16.98x11.066
17x12,17,12,16.962,12.133,4626.49,3236.76,1,17x12,1995.25,2867.79082352941,connective tissue,16.962x12.133
17x13,17,13,16.947,13.157,4622.14,3534.47,1,17x13,1993.375,2739.36917647059,connective tissue,16.947x13.157
17x15,17,15,16.968,15.077,4628.23,4092.68,1,17x15,1996.0,2498.57858823529,connective tissue,16.968x15.077
17x16,17,16,17.004,16.061,4638.66,4378.76,1,17x16,2000.5,2375.17341176471,connective tissue,17.004x16.061
17x17,17,17,16.941,17.133,4620.4,4690.43,1,17x17,1992.625,2240.732,connective tissue,16.941x17.133
17x18,17,18,17.01,18.055,4640.4,4958.49,1,17x18,2001.25,2125.10235294118,connective tissue,17.01x18.055
17x19,17,19,17.012,19.005,4640.98,5234.69,1,17x19,2001.5,2005.96117647059,connective tissue,17.012x19.005
17x20,17,20,16.948,20.105,4622.43,5554.5,1,17x20,1993.5,1868.00823529412,connective tissue,16.948x20.105
17x21,17,21,17.039,21.032,4648.8,5824.01,1,17x21,2004.875,1751.75152941176,connective tissue,17.039x21.032
17x22,17,22,17.005,22.142,4638.95,6146.73,1,17x22,2000.625,1612.54447058824,connective tissue,17.005x22.142
17x23,17,23,17.026,22.978,4645.04,6389.78,1,17x23,2003.25,1507.70023529412,connective tissue,17.026x22.978
17x24,17,24,16.987,24.068,4633.73,6706.68,1,17x24,1998.375,1371.00141176471,invasive cancer,16.987x24.068
17x25,17,25,17.018,25.003,4642.72,6978.52,1,17x25,2002.25,1253.74141176471,invasive cancer,17.018x25.003
17x26,17,26,16.972,25.942,4629.38,7251.52,1,17x26,1996.5,1135.97976470588,invasive cancer,16.972x25.942
17x27,17,27,17.036,26.944,4647.93,7542.84,1,17x27,2004.5,1010.31717647059,invasive cancer,17.036x26.944
17x28,17,28,17.007,27.947,4639.53,7834.44,1,17x28,2000.875,884.529176470588,invasive cancer,17.007x27.947
18x11,18,11,17.97,10.991,4918.65,2904.74,1,18x11,2121.25,3011.01105882353,connective tissue,17.97x10.991
18x12,18,12,17.96,11.965,4915.75,3187.91,1,18x12,2120.0,2888.86,connective tissue,17.96x11.965
18x13,18,13,18.032,12.973,4936.62,3480.97,1,18x13,2129.0,2762.44494117647,undetermined,18.032x12.973
18x14,18,14,17.998,13.978,4926.76,3773.16,1,18x14,2124.75,2636.40611764706,undetermined,17.998x13.978
18x15,18,15,18.024,15.018,4934.3,4075.53,1,18x15,2128.0,2505.97788235294,undetermined,18.024x15.018
18x16,18,16,17.975,16.023,4920.1,4367.72,1,18x16,2121.875,2379.93905882353,undetermined,17.975x16.023
18x17,18,17,18.022,17.11,4933.72,4683.75,1,18x17,2127.75,2243.61647058824,undetermined,18.022x17.11
18x18,18,18,18.0,17.997,4927.34,4941.63,1,18x18,2125.0,2132.37623529412,connective tissue,18.0x17.997
18x19,18,19,18.026,19.025,4934.88,5240.5,1,18x19,2128.25,2003.45294117647,connective tissue,18.026x19.025
18x21,18,21,17.987,21.015,4923.58,5819.07,1,18x21,2123.375,1753.88352941176,connective tissue,17.987x21.015
18x22,18,22,18.018,22.142,4932.56,6146.73,1,18x22,2127.25,1612.54447058824,connective tissue,18.018x22.142
18x23,18,23,18.028,22.96,4935.46,6384.55,1,18x23,2128.5,1509.95764705882,connective tissue,18.028x22.96
18x24,18,24,18.012,23.992,4930.82,6684.59,1,18x24,2126.5,1380.53270588235,invasive cancer,18.012x23.992
18x25,18,25,18.029,25.033,4935.75,6987.24,1,18x25,2128.625,1249.97905882353,invasive cancer,18.029x25.033
18x26,18,26,18.087,25.933,4952.56,7248.9,1,18x26,2135.875,1137.10847058823,invasive cancer,18.087x25.933
18x27,18,27,18.022,26.981,4933.72,7553.59,1,18x27,2127.75,1005.67694117647,invasive cancer,18.022x26.981
18x28,18,28,18.008,28.092,4929.66,7876.6,1,18x28,2126.0,866.344470588235,invasive cancer,18.008x28.092
19x11,19,11,19.036,10.962,5227.62,2896.31,1,19x11,2254.5,3014.648,undetermined,19.036x10.962
19x12,19,12,19.072,11.998,5238.06,3197.51,1,19x12,2259.0,2884.72141176471,undetermined,19.072x11.998
19x13,19,13,19.008,12.992,5219.51,3486.5,1,19x13,2251.0,2760.06211764706,undetermined,19.008x12.992
19x14,19,14,19.034,14.054,5227.04,3795.26,1,19x14,2254.25,2626.87482352941,undetermined,19.034x14.054
19x15,19,15,18.994,15.057,5215.45,4086.87,1,19x15,2249.25,2501.08682352941,undetermined,18.994x15.057
19x16,19,16,19.014,16.027,5221.25,4368.88,1,19x16,2251.75,2379.43741176471,undetermined,19.014x16.027
19x17,19,17,19.037,17.073,5227.91,4672.99,1,19x17,2254.625,2248.25670588235,undetermined,19.037x17.073
19x18,19,18,19.048,18.025,5231.1,4949.77,1,19x18,2256.0,2128.86470588235,undetermined,19.048x18.025
19x19,19,19,18.996,19.017,5216.03,5238.18,1,19x19,2249.5,2004.45623529412,connective tissue,18.996x19.017
19x20,19,20,18.995,20.026,5215.74,5531.53,1,19x20,2249.375,1877.91576470588,connective tissue,18.995x20.026
19x21,19,21,19.078,20.983,5239.8,5809.76,1,19x21,2259.75,1757.89670588235,connective tissue,19.078x20.983
19x22,19,22,19.041,22.093,5229.07,6132.48,1,19x22,2255.125,1618.68964705882,undetermined,19.041x22.093
19x23,19,23,19.052,22.925,5232.26,6374.37,1,19x23,2256.5,1514.34705882353,invasive cancer,19.052x22.925
19x24,19,24,19.072,24.019,5238.06,6692.44,1,19x24,2259.0,1377.14658823529,invasive cancer,19.072x24.019
19x25,19,25,19.022,25.065,5223.56,6996.54,1,19x25,2252.75,1245.96588235294,invasive cancer,19.022x25.065
19x26,19,26,19.015,25.926,5221.54,7246.87,1,19x26,2251.875,1137.98635294118,invasive cancer,19.015x25.926
19x27,19,27,19.046,26.986,5230.52,7555.05,1,19x27,2255.75,1005.04988235294,invasive cancer,19.046x26.986
19x28,19,28,19.082,28.054,5240.95,7865.55,1,19x28,2260.25,871.110117647059,invasive cancer,19.082x28.054
20x11,20,11,20.047,10.927,5520.65,2886.13,1,20x11,2380.875,3019.03741176471,undetermined,20.047x10.927
20x12,20,12,20.063,11.928,5525.29,3177.16,1,20x12,2382.875,2893.50023529412,undetermined,20.063x11.928
20x13,20,13,20.113,12.924,5539.78,3466.73,1,20x13,2389.125,2768.59011764706,undetermined,20.113x12.924
20x14,20,14,20.046,13.941,5520.36,3762.41,1,20x14,2380.75,2641.04635294118,undetermined,20.046x13.941
20x15,20,15,20.111,14.938,5539.2,4052.27,1,20x15,2388.875,2516.01082352941,undetermined,20.111x14.938
20x16,20,16,20.098,15.955,5535.44,4347.95,1,20x16,2387.25,2388.46705882353,undetermined,20.098x15.955
20x17,20,17,20.074,17.032,5528.48,4661.07,1,20x17,2384.25,2253.39858823529,undetermined,20.074x17.032
20x18,20,18,20.082,17.957,5530.8,4930.0,1,20x18,2385.25,2137.39270588235,undetermined,20.082x17.957
20x19,20,19,20.104,18.95,5537.18,5218.7,1,20x19,2388.0,2012.85882352941,connective tissue,20.104x18.95
20x20,20,20,20.118,20.005,5541.23,5525.42,1,20x20,2389.75,1880.54941176471,connective tissue,20.118x20.005
20x21,20,21,20.076,20.983,5529.06,5809.76,1,20x21,2384.5,1757.89670588235,connective tissue,20.076x20.983
20x22,20,22,20.112,22.054,5539.49,6121.14,1,20x22,2389.0,1623.58070588235,invasive cancer,20.112x22.054
20x23,20,23,20.102,22.928,5536.6,6375.24,1,20x23,2387.75,1513.97082352941,invasive cancer,20.102x22.928
20x24,20,24,20.105,23.913,5537.46,6661.62,1,20x24,2388.125,1390.44023529412,invasive cancer,20.105x23.913
20x25,20,25,20.112,24.902,5539.49,6949.16,1,20x25,2389.0,1266.408,invasive cancer,20.112x24.902
20x26,20,26,20.114,25.904,5540.07,7240.47,1,20x26,2389.25,1140.74541176471,invasive cancer,20.114x25.904
20x27,20,27,20.124,26.908,5542.97,7532.37,1,20x27,2390.5,1014.832,invasive cancer,20.124x26.908
20x28,20,28,20.103,28.078,5536.89,7872.53,1,20x28,2387.875,868.100235294118,invasive cancer,20.103x28.078
21x11,21,11,20.911,10.957,5771.08,2894.85,1,21x11,2488.875,3015.27505882353,undetermined,20.911x10.957
21x12,21,12,20.951,11.964,5782.67,3187.62,1,21x12,2493.875,2888.98541176471,undetermined,20.951x11.964
21x13,21,13,20.967,12.971,5787.31,3480.39,1,21x13,2495.875,2762.69576470588,undetermined,20.967x12.971
21x14,21,14,21.017,14.012,5801.8,3783.05,1,21x14,2502.125,2632.14211764706,undetermined,21.017x14.012
21x15,21,15,20.992,14.962,5794.56,4059.25,1,21x15,2499.0,2513.00094117647,undetermined,20.992x14.962
21x16,21,16,20.977,15.975,5790.21,4353.76,1,21x16,2497.125,2385.95882352941,undetermined,20.977x15.975
21x17,21,17,20.987,17.055,5793.11,4667.76,1,21x17,2498.375,2250.51411764706,undetermined,20.987x17.055
21x18,21,18,20.977,18.022,5790.21,4948.9,1,21x18,2497.125,2129.24094117647,undetermined,20.977x18.022
21x21,21,21,21.044,21.064,5809.63,5833.31,1,21x21,2505.5,1747.73835294118,invasive cancer,21.044x21.064
21x22,21,22,20.978,22.087,5790.5,6130.74,1,21x22,2497.25,1619.44211764706,invasive cancer,20.978x22.087
21x23,21,23,20.998,22.952,5796.3,6382.22,1,21x23,2499.75,1510.96094117647,invasive cancer,20.998x22.952
21x24,21,24,20.969,24.004,5787.89,6688.07,1,21x24,2496.125,1379.02776470588,invasive cancer,20.969x24.004
21x25,21,25,21.015,25.009,5801.22,6980.26,1,21x25,2501.875,1252.98894117647,invasive cancer,21.015x25.009
21x26,21,26,21.033,25.942,5806.44,7251.52,1,21x26,2504.125,1135.97976470588,invasive cancer,21.033x25.942
21x27,21,27,20.996,26.881,5795.72,7524.52,1,21x27,2499.5,1018.21811764706,invasive cancer,20.996x26.881
21x28,21,28,20.956,28.047,5784.12,7863.52,1,21x28,2494.5,871.988,invasive cancer,20.956x28.047
22x12,22,12,21.996,11.909,6085.56,3171.63,1,22x12,2624.5,2895.88305882353,undetermined,21.996x11.909
22x13,22,13,22.021,12.92,6092.81,3465.56,1,22x13,2627.625,2769.09176470588,undetermined,22.021x12.92
22x14,22,14,21.988,13.946,6083.24,3763.86,1,22x14,2623.5,2640.41929411765,undetermined,21.988x13.946
4x10,4,10,3.991,10.023,866.92,2623.3,1,4x10,373.875,3132.40964705882,undetermined,3.991x10.023
4x11,4,11,4.002,11.011,870.11,2910.55,1,4x11,375.25,3008.50282352941,undetermined,4.002x11.011
4x12,4,12,4.034,12.01,879.39,3201.0,1,4x12,379.25,2883.21647058824,undetermined,4.034x12.01
4x13,4,13,4.017,13.01,874.46,3491.73,1,4x13,377.125,2757.80470588235,invasive cancer,4.017x13.01
4x14,4,14,4.014,14.022,873.59,3785.95,1,4x14,376.75,2630.888,invasive cancer,4.014x14.022
5x11,5,11,4.906,11.118,1132.13,2941.66,1,5x11,488.25,2995.08376470588,connective tissue,4.906x11.118
5x12,5,12,4.966,12.095,1149.52,3225.71,1,5x12,495.75,2872.55647058824,invasive cancer,4.966x12.095
5x13,5,13,4.925,13.024,1137.64,3495.8,1,5x13,490.625,2756.04894117647,invasive cancer,4.925x13.024
5x14,5,14,4.932,14.004,1139.67,3780.72,1,5x14,491.5,2633.14541176471,invasive cancer,4.932x14.004
5x15,5,15,4.948,15.021,1144.3,4076.4,1,5x15,493.5,2505.60164705882,invasive cancer,4.948x15.021
5x16,5,16,4.947,16.016,1144.01,4365.68,1,5x16,493.375,2380.81694117647,invasive cancer,4.947x16.016
5x17,5,17,4.923,17.146,1137.06,4694.21,1,5x17,490.375,2239.10164705882,invasive cancer,4.923x17.146
5x18,5,18,4.917,18.045,1135.32,4955.58,1,5x18,489.625,2126.35647058823,invasive cancer,4.917x18.045
5x19,5,19,4.981,19.016,1153.87,5237.89,1,5x19,497.625,2004.58164705882,invasive cancer,4.981x19.016
5x20,5,20,5.005,20.067,1160.82,5543.45,1,5x20,500.625,1872.77388235294,invasive cancer,5.005x20.067
5x21,5,21,4.957,21.038,1146.91,5825.75,1,5x21,494.625,1750.99905882353,invasive cancer,4.957x21.038
5x22,5,22,5.028,22.149,1167.49,6148.76,1,5x22,503.5,1611.66658823529,invasive cancer,5.028x22.149
5x23,5,23,4.996,23.018,1158.22,6401.41,1,5x23,499.5,1502.68376470588,invasive cancer,4.996x23.018
5x24,5,24,4.894,24.002,1128.65,6687.49,1,5x24,486.75,1379.27858823529,invasive cancer,4.894x24.002
5x25,5,25,4.994,25.001,1157.64,6977.94,1,5x25,499.25,1253.99223529412,invasive cancer,4.994x25.001
5x26,5,26,4.994,25.999,1157.64,7268.09,1,5x26,499.25,1128.83129411765,connective tissue,4.994x25.999
