,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
12x22,12,22,11.981,22.052,3174.88,6149.66,1,12x22,1372.625,1635.25623529412,invasive cancer,11.981x22.052
12x23,12,23,12.036,22.97,3190.78,6417.82,1,12x23,1379.5,1519.31823529412,invasive cancer,12.036x22.97
13x13,13,13,13.08,13.03,3492.63,3514.18,1,13x13,1510.0,2774.68176470588,connective tissue,13.08x13.03
13x14,13,14,13.015,14.045,3473.84,3810.67,1,13x14,1501.875,2646.49323529412,connective tissue,13.015x14.045
13x15,13,15,12.97,15.074,3460.83,4111.26,1,13x15,1496.25,2516.53658823529,connective tissue,12.97x15.074
13x16,13,16,13.033,16.024,3479.04,4388.78,1,13x16,1504.125,2396.55717647059,connective tissue,13.033x16.024
13x17,13,17,13.005,17.047,3470.95,4687.61,1,13x17,1500.625,2267.35829411765,connective tissue,13.005x17.047
13x18,13,18,13.034,18.027,3479.33,4973.89,1,13x18,1504.25,2143.59005882353,undetermined,13.034x18.027
13x19,13,19,12.997,19.033,3468.63,5267.76,1,13x19,1499.625,2016.53817647059,invasive cancer,12.997x19.033
13x20,13,20,12.983,20.028,3464.58,5558.41,1,13x20,1497.875,1890.87552941177,invasive cancer,12.983x20.028
13x21,13,21,13.017,20.986,3474.42,5838.26,1,13x21,1502.125,1769.88576470588,invasive cancer,13.017x20.986
13x22,13,22,13.049,22.005,3483.67,6135.93,1,13x22,1506.125,1641.19205882353,invasive cancer,13.049x22.005
13x23,13,23,12.968,22.961,3460.25,6415.2,1,13x23,1496.0,1520.45488235294,invasive cancer,12.968x22.961
14x12,14,12,13.891,12.054,3727.11,3229.07,1,14x12,1611.375,2897.94482352941,connective tissue,13.891x12.054
14x13,14,13,13.894,13.043,3727.98,3517.97,1,14x13,1611.75,2773.03994117647,connective tissue,13.894x13.043
14x14,14,14,13.756,14.016,3688.08,3802.2,1,14x14,1594.5,2650.15576470588,connective tissue,13.756x14.016
14x15,14,15,13.873,15.019,3721.91,4095.2,1,14x15,1609.125,2523.48276470588,connective tissue,13.873x15.019
14x16,14,16,13.852,16.044,3715.83,4394.62,1,14x16,1606.5,2394.03129411765,connective tissue,13.852x16.044
14x17,14,17,13.89,17.075,3726.82,4695.79,1,14x17,1611.25,2263.82205882353,invasive cancer,13.89x17.075
14x18,14,18,13.881,18.024,3724.22,4973.01,1,14x18,1610.125,2143.96894117647,invasive cancer,13.881x18.024
14x19,14,19,13.853,19.036,3716.12,5268.63,1,14x19,1606.625,2016.15929411765,invasive cancer,13.853x19.036
14x20,14,20,13.915,20.045,3734.05,5563.38,1,14x20,1614.375,1888.72852941176,invasive cancer,13.915x20.045
14x21,14,21,13.859,21.014,3717.86,5846.44,1,14x21,1607.375,1766.34952941176,invasive cancer,13.859x21.014
14x22,14,22,13.86,21.989,3718.15,6131.26,1,14x22,1607.5,1643.21276470588,invasive cancer,13.86x21.989
14x23,14,23,13.961,22.969,3747.35,6417.53,1,14x23,1620.125,1519.44452941176,invasive cancer,13.961x22.969
15x12,15,12,14.886,12.022,4014.79,3219.72,1,15x12,1735.75,2901.98623529412,connective tissue,14.886x12.022
15x13,15,13,14.921,13.022,4024.91,3511.84,1,15x13,1740.125,2775.69211764706,connective tissue,14.921x13.022
15x14,15,14,14.893,13.991,4016.81,3794.9,1,15x14,1736.625,2653.31311764706,connective tissue,14.893x13.991
15x15,15,15,14.902,15.022,4019.42,4096.07,1,15x15,1737.75,2523.10388235294,invasive cancer,14.902x15.022
15x16,15,16,14.926,16.046,4026.35,4395.2,1,15x16,1740.75,2393.77870588235,invasive cancer,14.926x16.046
15x17,15,17,14.948,17.024,4032.72,4680.89,1,15x17,1743.5,2270.26305882353,invasive cancer,14.948x17.024
15x18,15,18,14.846,18.043,4003.22,4978.56,1,15x18,1730.75,2141.56935294118,invasive cancer,14.846x18.043
15x19,15,19,14.888,18.988,4015.37,5254.61,1,15x19,1736.0,2022.22141176471,invasive cancer,14.888x18.988
15x20,15,20,14.91,20.023,4021.73,5556.95,1,15x20,1738.75,1891.507,invasive cancer,14.91x20.023
15x21,15,21,14.944,20.993,4031.56,5840.31,1,15x21,1743.0,1769.00170588235,invasive cancer,14.944x20.993
15x22,15,22,14.865,21.896,4008.72,6104.09,1,15x22,1733.125,1654.95811764706,invasive cancer,14.865x21.896
15x23,15,23,14.867,22.942,4009.3,6409.65,1,15x23,1733.375,1522.85447058824,invasive cancer,14.867x22.942
15x24,15,24,14.88,23.906,4013.06,6691.25,1,15x24,1735.0,1401.10694117647,invasive cancer,14.88x23.906
16x11,16,11,15.883,10.996,4303.05,2920.01,1,16x11,1860.375,3031.564,invasive cancer,15.883x10.996
16x12,16,12,15.862,12.012,4296.98,3216.8,1,16x12,1857.75,2903.24917647059,invasive cancer,15.862x12.012
16x13,16,13,15.891,13.003,4305.36,3506.29,1,16x13,1861.375,2778.09170588235,invasive cancer,15.891x13.003
16x14,16,14,15.929,13.98,4316.35,3791.69,1,16x14,1866.125,2654.70235294118,invasive cancer,15.929x13.98
16x15,16,15,15.945,15.008,4320.97,4091.98,1,16x15,1868.125,2524.872,invasive cancer,15.945x15.008
16x16,16,16,15.87,16.008,4299.29,4384.1,1,16x16,1858.75,2398.57788235294,invasive cancer,15.87x16.008
16x17,16,17,15.87,17.012,4299.29,4677.39,1,16x17,1858.75,2271.77858823529,invasive cancer,15.87x17.012
16x18,16,18,15.916,18.009,4312.59,4968.63,1,16x18,1864.5,2145.86335294118,invasive cancer,15.916x18.009
16x19,16,19,15.936,19.03,4318.37,5266.88,1,16x19,1867.0,2016.91705882353,invasive cancer,15.936x19.03
16x20,16,20,15.876,19.978,4301.02,5543.81,1,16x20,1859.5,1897.19023529412,invasive cancer,15.876x19.978
16x21,16,21,15.78,20.997,4273.27,5841.48,1,16x21,1847.5,1768.49652941176,invasive cancer,15.78x20.997
16x22,16,22,15.919,21.986,4313.46,6130.38,1,16x22,1864.875,1643.59164705882,invasive cancer,15.919x21.986
16x23,16,23,15.925,22.924,4315.19,6404.39,1,16x23,1865.625,1525.12776470588,invasive cancer,15.925x22.924
16x24,16,24,15.944,23.919,4320.68,6695.04,1,16x24,1868.0,1399.46511764706,invasive cancer,15.944x23.919
17x11,17,11,16.908,10.987,4599.4,2917.38,1,17x11,1988.5,3032.70064705882,invasive cancer,16.908x10.987
17x12,17,12,16.893,11.99,4595.06,3210.37,1,17x12,1986.625,2906.02764705882,invasive cancer,16.893x11.99
17x13,17,13,16.791,13.013,4565.57,3509.21,1,17x13,1973.875,2776.82876470588,invasive cancer,16.791x13.013
17x14,17,14,16.827,13.995,4575.98,3796.07,1,17x14,1978.375,2652.80794117647,invasive cancer,16.827x13.995
17x15,17,15,16.86,15.045,4585.52,4102.79,1,17x15,1982.5,2520.19911764706,invasive cancer,16.86x15.045
17x16,17,16,16.895,15.998,4595.64,4381.18,1,17x16,1986.875,2399.84082352941,invasive cancer,16.895x15.998
17x17,17,17,16.937,17.088,4607.79,4699.59,1,17x17,1992.125,2262.18023529412,invasive cancer,16.937x17.088
17x18,17,18,16.804,18.074,4569.33,4987.62,1,17x18,1975.5,2137.65423529412,invasive cancer,16.804x18.074
17x19,17,19,16.837,19.022,4578.87,5264.54,1,17x19,1979.625,2017.92741176471,invasive cancer,16.837x19.022
17x20,17,20,16.874,19.963,4589.57,5539.43,1,17x20,1984.25,1899.08464705882,invasive cancer,16.874x19.963
17x21,17,21,16.878,20.987,4590.73,5838.56,1,17x21,1984.75,1769.75947058824,invasive cancer,16.878x20.987
17x22,17,22,16.71,22.074,4542.15,6156.09,1,17x22,1963.75,1632.47776470588,invasive cancer,16.71x22.074
17x23,17,23,16.824,22.922,4575.11,6403.8,1,17x23,1978.0,1525.38035294118,invasive cancer,16.824x22.922
17x24,17,24,16.846,23.923,4581.47,6696.21,1,17x24,1980.75,1398.95994117647,invasive cancer,16.846x23.923
17x25,17,25,16.881,24.917,4591.59,6986.58,1,17x25,1985.125,1273.42358823529,invasive cancer,16.881x24.917
18x10,18,10,17.846,10.102,4870.6,2658.85,1,18x10,2105.75,3144.47094117647,invasive cancer,17.846x10.102
18x11,18,11,17.889,10.998,4883.03,2920.59,1,18x11,2111.125,3031.31141176471,invasive cancer,17.889x10.998
18x12,18,12,17.879,11.99,4880.14,3210.37,1,18x12,2109.875,2906.02764705882,invasive cancer,17.879x11.99
18x13,18,13,17.924,13.008,4893.15,3507.75,1,18x13,2115.5,2777.46023529412,invasive cancer,17.924x13.008
18x14,18,14,17.894,14.026,4884.48,3805.12,1,18x14,2111.75,2648.89282352941,invasive cancer,17.894x14.026
18x15,18,15,17.884,15.011,4881.59,4092.86,1,18x15,2110.5,2524.49311764706,invasive cancer,17.884x15.011
18x16,18,16,17.868,16.014,4876.96,4385.85,1,18x16,2108.5,2397.82011764706,invasive cancer,17.868x16.014
18x17,18,17,17.879,17.047,4880.14,4687.61,1,18x17,2109.875,2267.35829411765,invasive cancer,17.879x17.047
18x18,18,18,17.969,17.998,4906.16,4965.42,1,18x18,2121.125,2147.25258823529,invasive cancer,17.969x17.998
18x19,18,19,17.874,19.002,4878.7,5258.7,1,18x19,2109.25,2020.45329411765,invasive cancer,17.874x19.002
18x21,18,21,17.926,20.951,4893.73,5828.04,1,18x21,2115.75,1774.30605882353,invasive cancer,17.926x20.951
18x22,18,22,17.878,21.998,4879.85,6133.89,1,18x22,2109.75,1642.07611764706,invasive cancer,17.878x21.998
18x23,18,23,17.921,22.925,4892.28,6404.68,1,18x23,2115.125,1525.00147058824,invasive cancer,17.921x22.925
18x24,18,24,17.927,23.918,4894.02,6694.75,1,18x24,2115.875,1399.59141176471,invasive cancer,17.927x23.918
19x10,19,10,18.9,10.01,5175.34,2631.98,1,19x10,2237.5,3156.09,invasive cancer,18.9x10.01
19x11,19,11,18.849,10.984,5160.59,2916.5,1,19x11,2231.125,3033.07952941176,invasive cancer,18.849x10.984
19x12,19,12,18.839,12.008,5157.7,3215.63,1,19x12,2229.875,2903.75435294118,invasive cancer,18.839x12.008
19x13,19,13,18.928,12.987,5183.43,3501.61,1,19x13,2241.0,2780.11241176471,invasive cancer,18.928x12.987
19x14,19,14,18.887,13.985,5171.58,3793.15,1,19x14,2235.875,2654.07088235294,invasive cancer,18.887x13.985
19x15,19,15,18.946,14.957,5188.64,4077.09,1,19x15,2243.25,2531.313,invasive cancer,18.946x14.957
19x16,19,16,18.931,16.019,5184.3,4387.31,1,19x16,2241.375,2397.18864705882,invasive cancer,18.931x16.019
19x17,19,17,18.906,16.984,5177.07,4669.21,1,19x17,2238.25,2275.31482352941,invasive cancer,18.906x16.984
19x18,19,18,18.835,18.008,5156.54,4968.34,1,19x18,2229.375,2145.98964705882,invasive cancer,18.835x18.008
19x19,19,19,18.903,18.989,5176.2,5254.9,1,19x19,2237.875,2022.09511764706,invasive cancer,18.903x18.989
19x20,19,20,18.886,19.956,5171.29,5537.38,1,19x20,2235.75,1899.96870588235,invasive cancer,18.886x19.956
19x21,19,21,18.884,20.981,5170.71,5836.8,1,19x21,2235.5,1770.51723529412,invasive cancer,18.884x20.981
19x22,19,22,18.909,21.963,5177.94,6123.66,1,19x22,2238.625,1646.49641176471,invasive cancer,18.909x21.963
19x23,19,23,18.922,22.894,5181.7,6395.62,1,19x23,2240.25,1528.91658823529,invasive cancer,18.922x22.894
19x24,19,24,18.875,23.908,5168.11,6691.83,1,19x24,2234.375,1400.85435294118,invasive cancer,18.875x23.908
20x10,20,10,20.05,9.966,5507.83,2619.13,1,20x10,2381.25,3161.64694117647,invasive cancer,20.05x9.966
20x11,20,11,20.041,10.973,5505.23,2913.29,1,20x11,2380.125,3034.46876470588,invasive cancer,20.041x10.973
20x12,20,12,20.065,11.975,5512.17,3205.99,1,20x12,2383.125,2907.92205882353,invasive cancer,20.065x11.975
20x13,20,13,20.054,12.961,5508.99,3494.02,1,20x13,2381.75,2783.39605882353,invasive cancer,20.054x12.961
20x14,20,14,20.043,13.965,5505.81,3787.31,1,20x14,2380.375,2656.59676470588,invasive cancer,20.043x13.965
20x15,20,15,20.007,14.983,5495.4,4084.68,1,20x15,2375.875,2528.02935294118,invasive cancer,20.007x14.983
20x16,20,16,20.032,15.962,5502.63,4370.66,1,20x16,2379.0,2404.38741176471,invasive cancer,20.032x15.962
20x17,20,17,20.034,16.969,5503.21,4664.83,1,20x17,2379.25,2277.20923529412,invasive cancer,20.034x16.969
20x18,20,18,20.07,17.963,5513.61,4955.19,1,20x18,2383.75,2151.67288235294,invasive cancer,20.07x17.963
20x19,20,19,20.067,18.951,5512.75,5243.8,1,20x19,2383.375,2026.89429411765,invasive cancer,20.067x18.951
20x20,20,20,20.043,19.948,5505.81,5535.05,1,20x20,2380.375,1900.97905882353,invasive cancer,20.043x19.948
20x21,20,21,20.044,20.94,5506.1,5824.83,1,20x21,2380.5,1775.69529411765,invasive cancer,20.044x20.94
20x22,20,22,20.079,21.945,5516.22,6118.4,1,20x22,2384.875,1648.76970588235,invasive cancer,20.079x21.945
20x23,20,23,20.016,22.909,5498.0,6400.01,1,20x23,2377.0,1527.02217647059,invasive cancer,20.016x22.909
21x10,21,10,20.901,9.972,5753.88,2620.88,1,21x10,2487.625,3160.88917647059,undetermined,20.901x9.972
21x11,21,11,20.941,10.94,5765.44,2903.65,1,21x11,2492.625,3038.63647058824,invasive cancer,20.941x10.94
21x12,21,12,20.892,11.932,5751.27,3193.43,1,21x12,2486.5,2913.35270588235,invasive cancer,20.892x11.932
21x13,21,13,20.859,12.904,5741.73,3477.37,1,21x13,2482.375,2790.59482352941,undetermined,20.859x12.904
21x14,21,14,20.9,13.93,5753.59,3777.08,1,21x14,2487.5,2661.01705882353,undetermined,20.9x13.93
21x15,21,15,20.902,14.927,5754.17,4068.32,1,21x15,2487.75,2535.10182352941,adipose tissue,20.902x14.927
21x16,21,16,20.909,15.922,5756.19,4358.98,1,21x16,2488.625,2409.43917647059,invasive cancer,20.909x15.922
21x17,21,17,20.93,16.959,5762.26,4661.91,1,21x17,2491.25,2278.47217647059,invasive cancer,20.93x16.959
21x18,21,18,20.893,17.936,5751.56,4947.3,1,21x18,2486.625,2155.08282352941,invasive cancer,20.893x17.936
21x19,21,19,20.899,18.896,5753.3,5227.74,1,21x19,2487.375,2033.84047058824,invasive cancer,20.899x18.896
21x20,21,20,20.865,19.939,5743.47,5532.42,1,21x20,2483.125,1902.11570588235,invasive cancer,20.865x19.939
21x21,21,21,20.884,20.912,5748.96,5816.65,1,21x21,2485.5,1779.23152941176,invasive cancer,20.884x20.912
21x22,21,22,20.82,21.96,5730.46,6122.79,1,21x22,2477.5,1646.87529411765,invasive cancer,20.82x21.96
22x14,22,14,21.887,13.925,6038.95,3775.62,1,22x14,2610.875,2661.64852941176,undetermined,21.887x13.925
22x15,22,15,21.871,14.902,6034.33,4061.02,1,22x15,2608.875,2538.25917647059,adipose tissue,21.871x14.902
22x16,22,16,21.892,15.916,6040.4,4357.23,1,22x16,2611.5,2410.19694117647,adipose tissue,21.892x15.916
22x17,22,17,21.885,16.926,6038.38,4652.27,1,22x17,2610.625,2282.63988235294,invasive cancer,21.885x16.926
22x18,22,18,21.904,17.915,6043.87,4941.17,1,22x18,2613.0,2157.735,invasive cancer,21.904x17.915
22x19,22,19,21.871,18.925,6034.33,5236.21,1,22x19,2608.875,2030.17794117647,invasive cancer,21.871x18.925
22x20,22,20,21.9,19.856,6042.71,5508.17,1,22x20,2612.5,1912.59811764706,invasive cancer,21.9x19.856
22x21,22,21,21.92,20.888,6048.5,5809.64,1,22x21,2615.0,1782.26258823529,invasive cancer,21.92x20.888
23x18,23,18,23.078,18.037,6383.3,4976.81,1,23x18,2759.75,2142.32711764706,invasive cancer,23.078x18.037
23x19,23,19,23.081,19.048,6384.17,5272.14,1,23x19,2760.125,2014.64376470588,invasive cancer,23.081x19.048
23x20,23,20,23.047,20.037,6374.34,5561.04,1,23x20,2755.875,1889.73888235294,invasive cancer,23.047x20.037
5x19,5,19,4.842,19.022,1110.82,5264.54,1,5x19,480.25,2017.92741176471,connective tissue,4.842x19.022
6x18,6,18,5.757,18.003,1375.37,4966.88,1,6x18,594.625,2146.62111764706,connective tissue,5.757x18.003
6x19,6,19,5.737,19.01,1369.59,5261.04,1,6x19,592.125,2019.44294117647,connective tissue,5.737x19.01
6x20,6,20,5.775,20.071,1380.57,5570.98,1,6x20,596.875,1885.44488235294,undetermined,5.775x20.071
7x17,7,17,6.848,17.08,1690.8,4697.25,1,7x17,731.0,2263.19058823529,connective tissue,6.848x17.08
7x18,7,18,6.828,18.046,1685.02,4979.44,1,7x18,728.5,2141.19047058824,connective tissue,6.828x18.046
7x19,7,19,6.776,19.037,1669.99,5268.93,1,7x19,722.0,2016.033,connective tissue,6.776x19.037
7x20,7,20,6.826,20.019,1684.44,5555.79,1,7x20,728.25,1892.01217647059,invasive cancer,6.826x20.019
8x17,8,17,7.776,17.022,1959.11,4680.31,1,8x17,847.0,2270.51564705882,connective tissue,7.776x17.022
8x18,8,18,7.83,18.012,1974.72,4969.51,1,8x18,853.75,2145.48447058824,connective tissue,7.83x18.012
8x19,8,19,7.871,19.023,1986.58,5264.84,1,8x19,858.875,2017.80111764706,connective tissue,7.871x19.023
8x20,8,20,7.797,19.992,1965.18,5547.9,1,8x20,849.625,1895.42211764706,invasive cancer,7.797x19.992
8x21,8,21,7.78,20.975,1960.27,5835.05,1,8x21,847.5,1771.275,invasive cancer,7.78x20.975
9x16,9,16,8.974,15.995,2305.48,4380.3,1,9x16,996.75,2400.21970588235,connective tissue,8.974x15.995
9x17,9,17,9.008,17.012,2315.31,4677.39,1,9x17,1001.0,2271.77858823529,connective tissue,9.008x17.012
9x18,9,18,8.923,17.988,2290.74,4962.49,1,9x18,990.375,2148.51552941176,connective tissue,8.923x17.988
9x19,9,19,8.963,19.002,2302.3,5258.7,1,9x19,995.375,2020.45329411765,undetermined,8.963x19.002
9x20,9,20,8.969,19.994,2304.04,5548.48,1,9x20,996.125,1895.16952941176,invasive cancer,8.969x19.994
9x21,9,21,8.95,20.967,2298.54,5832.71,1,9x21,993.75,1772.28535294118,invasive cancer,8.95x20.967
