,x_spot,y_spot,new_x_spot,new_y_spot,pixel_x_spot,pixel_y_spot,selected,sp_loc,pixel_x_meta,pixel_y_meta,label,sp_loc_decimals_meta
10x27,10,27,9.899,27.046,2586.55,7560.23,1,10x27,1112.375,992.846352941177,cancer in situ,9.899x27.046
10x28,10,28,9.896,28.025,2585.68,7844.4,1,10x28,1112.0,870.644117647059,cancer in situ,9.896x28.025
10x29,10,29,9.888,29.026,2583.35,8134.96,1,10x29,1111.0,745.695764705883,cancer in situ,9.888x29.026
10x30,10,30,9.895,30.033,2585.39,8427.26,1,10x30,1111.875,619.998470588235,invasive cancer,9.895x30.033
10x31,10,31,9.906,31.046,2588.58,8721.29,1,10x31,1113.25,493.552235294118,invasive cancer,9.906x31.046
10x32,10,32,9.895,32.058,2585.39,9015.04,1,10x32,1111.875,367.230823529412,invasive cancer,9.895x32.058
10x33,10,33,9.914,33.082,2590.91,9312.27,1,10x33,1114.25,239.411529411765,invasive cancer,9.914x33.082
11x10,11,10,10.904,9.932,2878.66,2592.64,1,11x10,1238.0,3129.07623529412,connective tissue,10.904x9.932
11x12,11,12,10.889,11.933,2874.3,3173.46,1,11x12,1236.125,2879.30435294118,connective tissue,10.889x11.933
11x13,11,13,10.931,12.9,2886.51,3454.15,1,11x13,1241.375,2758.6,connective tissue,10.931x12.9
11x14,11,14,10.934,13.936,2887.38,3754.86,1,11x14,1241.75,2629.28282352941,connective tissue,10.934x13.936
11x15,11,15,10.931,14.919,2886.51,4040.19,1,11x15,1241.375,2506.58129411765,cancer in situ,10.931x14.919
11x16,11,16,10.892,15.937,2875.17,4335.68,1,11x16,1236.5,2379.51094117647,cancer in situ,10.892x15.937
11x17,11,17,10.938,16.943,2888.54,4627.69,1,11x17,1242.25,2253.93847058823,cancer in situ,10.938x16.943
11x18,11,18,10.91,17.936,2880.4,4915.92,1,11x18,1238.75,2129.98870588235,cancer in situ,10.91x17.936
11x19,11,19,10.915,18.932,2881.86,5205.03,1,11x19,1239.375,2005.66447058824,cancer in situ,10.915x18.932
11x20,11,20,10.851,19.958,2863.25,5502.84,1,11x20,1231.375,1877.59552941176,cancer in situ,10.851x19.958
11x21,11,21,10.937,20.958,2888.25,5793.1,1,11x21,1242.125,1752.772,cancer in situ,10.937x20.958
11x22,11,22,10.946,21.924,2890.87,6073.5,1,11x22,1243.25,1632.19247058824,cancer in situ,10.946x21.924
11x23,11,23,10.93,22.958,2886.22,6373.63,1,11x23,1241.25,1503.12494117647,connective tissue,10.93x22.958
11x24,11,24,10.913,23.97,2881.28,6667.38,1,11x24,1239.125,1376.80352941176,undetermined,10.913x23.97
11x25,11,25,10.88,24.939,2871.68,6948.65,1,11x25,1235.0,1255.84952941176,cancer in situ,10.88x24.939
11x26,11,26,10.931,25.99,2886.51,7253.71,1,11x26,1241.375,1124.66,cancer in situ,10.931x25.99
11x27,11,27,10.932,26.987,2886.8,7543.11,1,11x27,1241.5,1000.21094117647,cancer in situ,10.932x26.987
11x28,11,28,10.929,27.991,2885.93,7834.53,1,11x28,1241.125,874.888117647059,cancer in situ,10.929x27.991
11x29,11,29,10.912,28.991,2880.98,8124.8,1,11x29,1239.0,750.064588235294,cancer in situ,10.912x28.991
11x30,11,30,10.937,30.005,2888.25,8419.13,1,11x30,1242.125,623.493529411764,cancer in situ,10.937x30.005
11x31,11,31,10.918,31.014,2882.73,8712.0,1,11x31,1239.75,497.546588235294,cancer in situ,10.918x31.014
11x32,11,32,10.944,32.029,2890.29,9006.62,1,11x32,1243.0,370.850705882353,invasive cancer,10.944x32.029
11x33,11,33,10.943,33.051,2890.0,9303.27,1,11x33,1242.875,243.281058823529,invasive cancer,10.943x33.051
11x9,11,9,10.904,8.937,2878.66,2303.83,1,11x9,1238.0,3253.27564705882,undetermined,10.904x8.937
12x10,12,10,12.021,9.984,3203.32,2607.74,1,12x10,1377.625,3122.58541176471,connective tissue,12.021x9.984
12x11,12,11,12.01,11.006,3200.13,2904.39,1,12x11,1376.25,2995.01576470588,connective tissue,12.01x11.006
12x12,12,12,11.994,11.979,3195.47,3186.82,1,12x12,1374.25,2873.56247058824,connective tissue,11.994x11.979
12x13,12,13,12.018,12.984,3202.45,3478.53,1,12x13,1377.25,2748.11482352941,connective tissue,12.018x12.984
12x14,12,14,12.006,13.976,3198.96,3766.47,1,12x14,1375.75,2624.28988235294,connective tissue,12.006x13.976
12x15,12,15,12.022,14.993,3203.61,4061.67,1,12x15,1377.75,2497.34435294118,undetermined,12.022x14.993
12x16,12,16,12.016,15.99,3201.87,4351.07,1,12x16,1377.0,2372.89529411765,cancer in situ,12.016x15.99
12x17,12,17,12.026,17.016,3204.78,4648.88,1,12x17,1378.25,2244.82635294118,cancer in situ,12.026x17.016
12x18,12,18,11.998,17.995,3196.64,4933.05,1,12x18,1374.75,2122.62411764706,cancer in situ,11.998x17.995
12x19,12,19,12.012,19.004,3200.71,5225.93,1,12x19,1376.5,1996.67717647059,cancer in situ,12.012x19.004
12x20,12,20,12.012,20.01,3200.71,5517.93,1,12x20,1376.5,1871.10470588235,cancer in situ,12.012x20.01
12x21,12,21,12.023,21.011,3203.9,5808.49,1,12x21,1377.875,1746.15635294118,cancer in situ,12.023x21.011
12x22,12,22,11.994,22.031,3195.47,6104.56,1,12x22,1374.25,1618.83635294118,cancer in situ,11.994x22.031
12x23,12,23,12.013,23.022,3201.0,6392.21,1,12x23,1376.625,1495.13623529412,cancer in situ,12.013x23.022
12x24,12,24,11.97,24.042,3188.5,6688.28,1,12x24,1371.25,1367.81623529412,connective tissue,11.97x24.042
12x25,12,25,12.029,25.027,3205.65,6974.19,1,12x25,1378.625,1244.86505882353,cancer in situ,12.029x25.027
12x26,12,26,12.03,26.052,3205.94,7271.71,1,12x26,1378.75,1116.92094117647,cancer in situ,12.03x26.052
12x27,12,27,12.012,27.068,3200.71,7566.62,1,12x27,1376.5,990.100235294118,cancer in situ,12.012x27.068
12x28,12,28,11.975,28.053,3189.95,7852.53,1,12x28,1371.875,867.149058823529,cancer in situ,11.975x28.053
12x29,12,29,12.014,29.088,3201.29,8152.96,1,12x29,1376.75,737.956705882353,cancer in situ,12.014x29.088
12x30,12,30,12.008,30.078,3199.54,8440.32,1,12x30,1376.0,614.381411764706,cancer in situ,12.008x30.078
12x31,12,31,11.981,31.081,3191.7,8731.45,1,12x31,1372.625,489.183411764706,cancer in situ,11.981x31.081
12x32,12,32,11.992,32.104,3194.89,9028.39,1,12x32,1374.0,361.488941176471,undetermined,11.992x32.104
12x33,12,33,12.01,33.101,3200.13,9317.79,1,12x33,1376.25,237.039882352941,undetermined,12.01x33.101
12x34,12,34,12.009,34.112,3199.83,9611.24,1,12x34,1376.125,110.843294117647,undetermined,12.009x34.112
12x9,12,9,12.024,9.008,3204.19,2324.44,1,12x9,1378.0,3244.41317647059,undetermined,12.024x9.008
13x10,13,10,12.984,9.996,3483.22,2611.22,1,13x10,1498.0,3121.08752941176,connective tissue,12.984x9.996
13x11,13,11,12.958,10.998,3475.67,2902.07,1,13x11,1494.75,2996.01435294118,connective tissue,12.958x10.998
13x12,13,12,12.999,11.992,3487.58,3190.59,1,13x12,1499.875,2871.93976470588,connective tissue,12.999x11.992
13x13,13,13,12.987,12.986,3484.1,3479.11,1,13x13,1498.375,2747.86517647059,connective tissue,12.987x12.986
13x14,13,14,12.986,13.972,3483.81,3765.31,1,13x14,1498.25,2624.78917647059,connective tissue,12.986x13.972
13x15,13,15,12.985,15.002,3483.52,4064.29,1,13x15,1498.125,2496.22094117647,undetermined,12.985x15.002
13x16,13,16,12.997,15.993,3487.0,4351.94,1,13x16,1499.625,2372.52082352941,cancer in situ,12.997x15.993
13x17,13,17,13.006,17.014,3489.62,4648.3,1,13x17,1500.75,2245.076,cancer in situ,13.006x17.014
13x18,13,18,12.986,17.999,3483.81,4934.21,1,13x18,1498.25,2122.12482352941,cancer in situ,12.986x17.999
13x19,13,19,12.969,19.006,3478.86,5226.51,1,13x19,1496.125,1996.42752941176,cancer in situ,12.969x19.006
13x20,13,20,12.969,20.014,3478.86,5519.09,1,13x20,1496.125,1870.60541176471,cancer in situ,12.969x20.014
13x21,13,21,12.976,21.015,3480.9,5809.65,1,13x21,1497.0,1745.65705882353,cancer in situ,12.976x21.015
13x22,13,22,13.001,22.016,3488.17,6100.2,1,13x22,1500.125,1620.70870588235,cancer in situ,13.001x22.016
13x23,13,23,13.011,23.031,3491.07,6394.82,1,13x23,1501.375,1494.01282352941,cancer in situ,13.011x23.031
13x24,13,24,13.006,24.032,3489.62,6685.38,1,13x24,1500.75,1369.06447058824,undetermined,13.006x24.032
13x25,13,25,12.985,25.032,3483.52,6975.64,1,13x25,1498.125,1244.24094117647,undetermined,12.985x25.032
13x26,13,26,13.004,26.043,3489.04,7269.1,1,13x26,1500.5,1118.04435294118,cancer in situ,13.004x26.043
13x27,13,27,12.976,27.07,3480.9,7567.2,1,13x27,1497.0,989.850588235294,cancer in situ,12.976x27.07
13x28,13,28,12.984,28.069,3483.22,7857.18,1,13x28,1498.0,865.151882352941,cancer in situ,12.984x28.069
13x29,13,29,12.987,29.091,3484.1,8153.83,1,13x29,1498.375,737.582235294118,cancer in situ,12.987x29.091
13x30,13,30,12.983,30.074,3482.93,8439.16,1,13x30,1497.875,614.880705882353,cancer in situ,12.983x30.074
13x31,13,31,12.968,31.084,3478.57,8732.32,1,13x31,1496.0,488.80894117647,cancer in situ,12.968x31.084
13x32,13,32,12.967,32.128,3478.28,9035.36,1,13x32,1495.875,358.493176470588,invasive cancer,12.967x32.128
13x33,13,33,12.995,33.104,3486.42,9318.66,1,13x33,1499.375,236.665411764706,invasive cancer,12.995x33.104
13x34,13,34,12.991,34.113,3485.26,9611.54,1,13x34,1498.875,110.718470588236,undetermined,12.991x34.113
13x9,13,9,12.975,9.002,3480.61,2322.7,1,13x9,1496.875,3245.16211764706,undetermined,12.975x9.002
14x10,14,10,13.935,9.98,3759.64,2606.58,1,14x10,1616.875,3123.08470588235,undetermined,13.935x9.98
14x11,14,11,13.949,10.988,3763.71,2899.16,1,14x11,1618.625,2997.26258823529,connective tissue,13.949x10.988
14x12,14,12,13.948,11.97,3763.42,3184.2,1,14x12,1618.5,2874.68588235294,connective tissue,13.948x11.97
14x13,14,13,13.957,12.965,3766.03,3473.02,1,14x13,1619.625,2750.48647058824,connective tissue,13.957x12.965
14x14,14,14,13.961,13.942,3767.2,3756.61,1,14x14,1620.125,2628.53388235294,connective tissue,13.961x13.942
14x15,14,15,13.966,14.967,3768.65,4054.13,1,14x15,1620.75,2500.58976470588,connective tissue,13.966x14.967
14x16,14,16,13.948,15.964,3763.42,4343.52,1,14x16,1618.5,2376.14070588235,undetermined,13.948x15.964
14x17,14,17,13.96,16.98,3766.91,4638.43,1,14x17,1620.0,2249.32,cancer in situ,13.96x16.98
14x18,14,18,13.948,17.965,3763.42,4924.34,1,14x18,1618.5,2126.36882352941,cancer in situ,13.948x17.965
14x19,14,19,13.978,18.994,3772.14,5223.02,1,14x19,1622.25,1997.92541176471,cancer in situ,13.978x18.994
14x20,14,20,13.953,19.999,3764.87,5514.74,1,14x20,1619.125,1872.47776470588,cancer in situ,13.953x19.999
14x21,14,21,13.953,20.958,3764.87,5793.1,1,14x21,1619.125,1752.772,cancer in situ,13.953x20.958
14x22,14,22,13.961,21.985,3767.2,6091.2,1,14x22,1620.125,1624.57823529412,cancer in situ,13.961x21.985
14x23,14,23,13.97,23.008,3769.81,6388.15,1,14x23,1621.25,1496.88376470588,undetermined,13.97x23.008
14x24,14,24,13.966,24.012,3768.65,6679.57,1,14x24,1620.75,1371.56094117647,immune infiltrate,13.966x24.012
14x25,14,25,13.971,25.002,3770.1,6966.93,1,14x25,1621.375,1247.98564705882,immune infiltrate,13.971x25.002
14x26,14,26,13.952,26.014,3764.58,7260.68,1,14x26,1619.0,1121.66423529412,undetermined,13.952x26.014
14x27,14,27,13.929,27.042,3757.89,7559.07,1,14x27,1616.125,993.345647058823,cancer in situ,13.929x27.042
14x28,14,28,13.961,28.058,3767.2,7853.98,1,14x28,1620.125,866.524941176471,cancer in situ,13.961x28.058
14x29,14,29,13.94,29.056,3761.09,8143.67,1,14x29,1617.5,741.951058823529,cancer in situ,13.94x29.056
14x30,14,30,13.946,30.056,3762.84,8433.93,1,14x30,1618.25,617.127529411764,cancer in situ,13.946x30.056
14x31,14,31,13.955,31.064,3765.45,8726.52,1,14x31,1619.375,491.305411764706,invasive cancer,13.955x31.064
14x32,14,32,13.95,32.074,3764.0,9019.69,1,14x32,1618.75,365.233647058824,invasive cancer,13.95x32.074
14x33,14,33,13.957,33.064,3766.03,9307.05,1,14x33,1619.625,241.658352941176,invasive cancer,13.957x33.064
14x34,14,34,13.996,34.043,3777.37,9591.22,1,14x34,1624.5,119.456117647059,invasive cancer,13.996x34.043
14x9,14,9,13.954,8.993,3765.16,2320.09,1,14x9,1619.25,3246.28552941176,undetermined,13.954x8.993
15x10,15,10,14.925,9.958,4047.39,2600.19,1,15x10,1740.625,3125.83082352941,undetermined,14.925x9.958
15x11,15,11,14.915,10.978,4044.48,2896.26,1,15x11,1739.375,2998.51082352941,breast glands,14.915x10.978
15x12,15,12,14.91,11.974,4043.03,3185.36,1,15x12,1738.75,2874.18658823529,undetermined,14.91x11.974
15x13,15,13,14.911,12.945,4043.32,3467.21,1,15x13,1738.875,2752.98294117647,connective tissue,14.911x12.945
15x14,15,14,14.903,13.963,4040.99,3762.7,1,15x14,1737.875,2625.91258823529,connective tissue,14.903x13.963
15x15,15,15,14.92,14.975,4045.94,4056.45,1,15x15,1740.0,2499.59117647059,connective tissue,14.92x14.975
15x16,15,16,14.912,15.968,4043.61,4344.68,1,15x16,1739.0,2375.64141176471,connective tissue,14.912x15.968
15x17,15,17,14.92,16.967,4045.94,4634.66,1,15x17,1740.0,2250.94270588235,cancer in situ,14.92x16.967
15x18,15,18,14.91,17.962,4043.03,4923.47,1,15x18,1738.75,2126.74329411765,cancer in situ,14.91x17.962
15x19,15,19,14.921,18.972,4046.23,5216.64,1,15x19,1740.125,2000.67152941176,cancer in situ,14.921x18.972
15x20,15,20,14.92,19.982,4045.94,5509.8,1,15x20,1740.0,1874.59976470588,cancer in situ,14.92x19.982
15x21,15,21,14.93,20.978,4048.84,5798.91,1,15x21,1741.25,1750.27552941176,cancer in situ,14.93x20.978
15x22,15,22,14.903,21.979,4040.99,6089.46,1,15x22,1737.875,1625.32717647059,cancer in situ,14.903x21.979
15x23,15,23,14.905,22.991,4041.58,6383.21,1,15x23,1738.125,1499.00576470588,immune infiltrate,14.905x22.991
15x24,15,24,14.926,23.98,4047.68,6670.28,1,15x24,1740.75,1375.55529411765,immune infiltrate,14.926x23.98
15x25,15,25,14.922,24.989,4046.52,6963.16,1,15x25,1740.25,1249.60835294118,immune infiltrate,14.922x24.989
15x26,15,26,14.911,26.009,4043.32,7259.23,1,15x26,1738.875,1122.28835294118,undetermined,14.911x26.009
15x27,15,27,14.929,27.058,4048.55,7563.72,1,15x27,1741.125,991.348470588235,cancer in situ,14.929x27.058
15x28,15,28,14.903,28.036,4040.99,7847.6,1,15x28,1737.875,869.27105882353,cancer in situ,14.903x28.036
15x29,15,29,14.922,29.033,4046.52,8136.99,1,15x29,1740.25,744.822,cancer in situ,14.922x29.033
15x30,15,30,14.905,30.076,4041.58,8439.74,1,15x30,1738.125,614.631058823529,invasive cancer,14.905x30.076
15x31,15,31,14.93,31.054,4048.84,8723.62,1,15x31,1741.25,492.553647058824,invasive cancer,14.93x31.054
15x33,15,33,14.918,33.063,4045.35,9306.76,1,15x33,1739.75,241.783176470588,invasive cancer,14.918x33.063
15x34,15,34,14.918,34.059,4045.35,9595.86,1,15x34,1739.75,117.458941176471,invasive cancer,14.918x34.059
15x9,15,9,14.909,8.994,4042.74,2320.38,1,15x9,1738.625,3246.16070588235,undetermined,14.909x8.994
16x10,16,10,15.955,9.946,4346.76,2596.71,1,16x10,1869.375,3127.32870588235,breast glands,15.955x9.946
16x11,16,11,15.942,10.934,4342.99,2883.49,1,16x11,1867.75,3004.00305882353,breast glands,15.942x10.934
16x12,16,12,15.945,11.932,4343.86,3173.17,1,16x12,1868.125,2879.42917647059,breast glands,15.945x11.932
16x13,16,13,15.958,12.925,4347.64,3461.41,1,16x13,1869.75,2755.47941176471,undetermined,15.958x12.925
16x14,16,14,15.862,14.096,4319.73,3801.31,1,16x14,1857.75,2609.31105882353,connective tissue,15.862x14.096
16x15,16,15,15.942,14.951,4342.99,4049.48,1,16x15,1867.75,2502.58694117647,connective tissue,15.942x14.951
16x16,16,16,15.952,15.949,4345.89,4339.17,1,16x16,1869.0,2378.01305882353,connective tissue,15.952x15.949
16x17,16,17,15.964,16.944,4349.38,4627.98,1,16x17,1870.5,2253.81364705882,connective tissue,15.964x16.944
16x18,16,18,15.952,17.956,4345.89,4921.73,1,16x18,1869.0,2127.49223529412,cancer in situ,15.952x17.956
16x19,16,19,15.922,18.959,4337.17,5212.86,1,16x19,1865.25,2002.29423529412,cancer in situ,15.922x18.959
16x20,16,20,15.943,19.965,4343.28,5504.87,1,16x20,1867.875,1876.72176470588,undetermined,15.943x19.965
16x21,16,21,15.937,20.959,4341.53,5793.39,1,16x21,1867.125,1752.64717647059,undetermined,15.937x20.959
16x22,16,22,15.953,21.961,4346.18,6084.24,1,16x22,1869.125,1627.574,undetermined,15.953x21.961
16x23,16,23,15.947,22.959,4344.44,6373.92,1,16x23,1868.375,1503.00011764706,immune infiltrate,15.947x22.959
16x24,16,24,15.955,23.971,4346.76,6667.67,1,16x24,1869.375,1376.67870588235,immune infiltrate,15.955x23.971
16x25,16,25,15.956,24.979,4347.05,6960.26,1,16x25,1869.5,1250.85658823529,immune infiltrate,15.956x24.979
16x26,16,26,15.974,25.988,4352.29,7253.13,1,16x26,1871.75,1124.90964705882,immune infiltrate,15.974x25.988
16x27,16,27,15.963,27.024,4349.09,7553.85,1,16x27,1870.375,995.592470588235,cancer in situ,15.963x27.024
16x28,16,28,15.938,28.016,4341.82,7841.79,1,16x28,1867.25,871.767529411765,cancer in situ,15.938x28.016
16x29,16,29,15.955,29.027,4346.76,8135.25,1,16x29,1869.375,745.570941176471,invasive cancer,15.955x29.027
16x30,16,30,15.961,30.025,4348.51,8424.93,1,16x30,1870.125,620.99705882353,invasive cancer,15.961x30.025
16x31,16,31,15.95,31.035,4345.31,8718.1,1,16x31,1868.75,494.925294117647,invasive cancer,15.95x31.035
16x32,16,32,15.96,32.042,4348.22,9010.4,1,16x32,1870.0,369.228,invasive cancer,15.96x32.042
16x33,16,33,15.965,33.045,4349.67,9301.53,1,16x33,1870.625,244.03,invasive cancer,15.965x33.045
16x34,16,34,15.96,34.031,4348.22,9587.73,1,16x34,1870.0,120.954000000001,invasive cancer,15.96x34.031
16x9,16,9,15.947,9.034,4344.44,2331.99,1,16x9,1868.375,3241.16776470588,breast glands,15.947x9.034
17x10,17,10,16.885,9.935,4617.07,2593.52,1,17x10,1985.625,3128.70176470588,breast glands,16.885x9.935
17x11,17,11,16.911,10.953,4624.63,2889.0,1,17x11,1988.875,3001.63141176471,breast glands,16.911x10.953
17x12,17,12,16.919,11.933,4626.96,3173.46,1,17x12,1989.875,2879.30435294118,breast glands,16.919x11.933
17x13,17,13,16.92,12.941,4627.25,3466.05,1,17x13,1990.0,2753.48223529412,undetermined,16.92x12.941
17x14,17,14,16.936,13.952,4631.9,3759.51,1,17x14,1992.0,2627.28564705882,connective tissue,16.936x13.952
17x15,17,15,16.934,14.961,4631.32,4052.39,1,17x15,1991.75,2501.33870588235,connective tissue,16.934x14.961
17x16,17,16,16.931,15.982,4630.44,4348.75,1,17x16,1991.375,2373.89388235294,connective tissue,16.931x15.982
17x17,17,17,16.935,16.978,4631.61,4637.85,1,17x17,1991.875,2249.56964705882,connective tissue,16.935x16.978
17x18,17,18,16.892,17.959,4619.11,4922.6,1,17x18,1986.5,2127.11776470588,undetermined,16.892x17.959
17x19,17,19,16.924,18.941,4628.41,5207.64,1,17x19,1990.5,2004.54105882353,undetermined,16.924x18.941
17x20,17,20,16.888,19.971,4617.95,5506.61,1,17x20,1986.0,1875.97282352941,undetermined,16.888x19.971
17x21,17,21,16.892,20.958,4619.11,5793.1,1,17x21,1986.5,1752.772,undetermined,16.892x20.958
17x22,17,22,16.919,21.973,4626.96,6087.72,1,17x22,1989.875,1626.07611764706,undetermined,16.919x21.973
17x23,17,23,16.978,22.984,4644.11,6381.18,1,17x23,1997.25,1499.87952941176,undetermined,16.978x22.984
17x24,17,24,16.922,23.98,4627.83,6670.28,1,17x24,1990.25,1375.55529411765,immune infiltrate,16.922x23.98
17x25,17,25,16.872,25.042,4613.3,6978.54,1,17x25,1984.0,1242.99270588235,immune infiltrate,16.872x25.042
17x26,17,26,16.942,25.994,4633.64,7254.88,1,17x26,1992.75,1124.16070588235,immune infiltrate,16.942x25.994
17x27,17,27,16.898,27.021,4620.85,7552.98,1,17x27,1987.25,995.966941176471,immune infiltrate,16.898x27.021
17x28,17,28,16.92,28.026,4627.25,7844.69,1,17x28,1990.0,870.519294117647,undetermined,16.92x28.026
17x29,17,29,16.906,29.025,4623.18,8134.67,1,17x29,1988.25,745.820588235295,invasive cancer,16.906x29.025
17x30,17,30,16.922,30.05,4627.83,8432.19,1,17x30,1990.25,617.876470588235,invasive cancer,16.922x30.05
17x31,17,31,16.921,31.043,4627.54,8720.42,1,17x31,1990.125,493.926705882353,invasive cancer,16.921x31.043
17x32,17,32,16.926,32.062,4628.99,9016.2,1,17x32,1990.75,366.731529411765,invasive cancer,16.926x32.062
17x33,17,33,16.912,33.056,4624.92,9304.73,1,17x33,1989.0,242.656941176471,invasive cancer,16.912x33.056
17x9,17,9,16.896,8.981,4620.27,2316.6,1,17x9,1987.0,3247.78341176471,breast glands,16.896x8.981
18x10,18,10,17.906,9.949,4913.83,2597.58,1,18x10,2113.25,3126.95423529412,connective tissue,17.906x9.949
18x11,18,11,17.926,10.947,4919.65,2887.26,1,18x11,2115.75,3002.38035294118,breast glands,17.926x10.947
18x12,18,12,17.906,11.921,4913.83,3169.98,1,18x12,2113.25,2880.80223529412,breast glands,17.906x11.921
18x13,18,13,17.902,12.947,4912.67,3467.79,1,18x13,2112.75,2752.73329411765,connective tissue,17.902x12.947
18x14,18,14,17.908,13.938,4914.42,3755.44,1,18x14,2113.5,2629.03317647059,undetermined,17.908x13.938
18x15,18,15,17.92,14.928,4917.9,4042.81,1,18x15,2115.0,2505.45788235294,undetermined,17.92x14.928
18x16,18,16,17.937,15.962,4922.84,4342.94,1,18x16,2117.125,2376.39035294118,connective tissue,17.937x15.962
18x17,18,17,17.913,16.975,4915.87,4636.98,1,18x17,2114.125,2249.94411764706,connective tissue,17.913x16.975
18x19,18,19,17.927,18.954,4919.94,5211.41,1,18x19,2115.875,2002.91835294118,undetermined,17.927x18.954
18x20,18,20,17.946,19.963,4925.46,5504.29,1,18x20,2118.25,1876.97141176471,immune infiltrate,17.946x19.963
18x21,18,21,17.938,20.976,4923.14,5798.33,1,18x21,2117.25,1750.52517647059,undetermined,17.938x20.976
18x22,18,22,17.938,21.96,4923.14,6083.95,1,18x22,2117.25,1627.69882352941,adipose tissue,17.938x21.96
18x23,18,23,17.916,22.972,4916.74,6377.7,1,18x23,2114.5,1501.37741176471,adipose tissue,17.916x22.972
18x24,18,24,17.942,23.978,4924.3,6669.7,1,18x24,2117.75,1375.80494117647,adipose tissue,17.942x23.978
18x25,18,25,17.932,24.999,4921.39,6966.06,1,18x25,2116.5,1248.36011764706,undetermined,17.932x24.999
18x26,18,26,17.926,26.006,4919.65,7258.36,1,18x26,2115.75,1122.66282352941,immune infiltrate,17.926x26.006
18x27,18,27,17.909,27.025,4914.71,7554.14,1,18x27,2113.625,995.467647058824,immune infiltrate,17.909x27.025
18x28,18,28,17.923,28.038,4918.78,7848.18,1,18x28,2115.375,869.021411764706,immune infiltrate,17.923x28.038
18x29,18,29,17.916,29.04,4916.74,8139.02,1,18x29,2114.5,743.948235294118,undetermined,17.916x29.04
18x30,18,30,17.921,30.026,4918.19,8425.22,1,18x30,2115.125,620.872235294118,invasive cancer,17.921x30.026
18x31,18,31,17.923,31.037,4918.78,8718.68,1,18x31,2115.375,494.675647058824,invasive cancer,17.923x31.037
18x32,18,32,17.936,32.084,4922.55,9022.59,1,18x32,2117.0,363.985411764706,invasive cancer,17.936x32.084
18x33,18,33,17.925,33.048,4919.36,9302.4,1,18x33,2115.625,243.655529411765,invasive cancer,17.925x33.048
18x9,18,9,17.915,8.949,4916.45,2307.31,1,18x9,2114.375,3251.77776470588,connective tissue,17.915x8.949
19x10,19,10,18.935,9.938,5212.92,2594.39,1,19x10,2241.875,3128.32729411765,connective tissue,18.935x9.938
19x11,19,11,18.947,10.958,5216.41,2890.46,1,19x11,2243.375,3001.00729411765,breast glands,18.947x10.958
19x12,19,12,18.965,11.953,5221.64,3179.27,1,19x12,2245.625,2876.80788235294,breast glands,18.965x11.953
19x13,19,13,18.939,12.939,5214.08,3465.47,1,19x13,2242.375,2753.73188235294,connective tissue,18.939x12.939
19x14,19,14,18.947,13.879,5216.41,3738.32,1,19x14,2243.375,2636.39776470588,connective tissue,18.947x13.879
19x15,19,15,18.939,14.916,5214.08,4039.32,1,19x15,2242.375,2506.95576470588,connective tissue,18.939x14.916
19x16,19,16,18.939,15.925,5214.08,4332.2,1,19x16,2242.375,2381.00882352941,connective tissue,18.939x15.925
19x17,19,17,18.938,16.937,5213.79,4625.95,1,19x17,2242.25,2254.68741176471,connective tissue,18.938x16.937
